StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,QID17,age,gender,ethnicity,education,QID7_Id,QID7_Name,QID7_Size,QID7_Type,ranking,comments,PROLIFIC_PID
2023-04-27 09:45:39,2023-04-27 09:49:33,IP Address,98.60.234.91,100,233,True,2023-04-27 09:49:35,R_3Ic7sW5D7P3Jxia,,,,,35.0813,-106.6212,anonymous,EN,I agree to participate.,63651ebda2500601d3dd5365,68,Female,White or Caucasian,Associates or technical degree,F_1QLxIxugpe3ReV0,Ellen 10.18.18.jpg,567514,image/jpeg,10th rank (least attractive),,63651ebda2500601d3dd5365
2023-04-27 09:47:33,2023-04-27 09:50:58,IP Address,98.43.164.23,100,204,True,2023-04-27 09:50:59,R_2EuCz9NdePHXV5h,,,,,40.4236,-105.0935,anonymous,EN,I agree to participate.,644923d4990afd1b6ded4213,62,Male,Black or African American,Bachelor’s degree,,,,,,No.,644923d4990afd1b6ded4213
2023-04-27 09:48:41,2023-04-27 09:52:27,IP Address,172.56.161.54,100,225,True,2023-04-27 09:52:28,R_9nstCJHSq84hNDj,,,,,40.6462,-73.9559,anonymous,EN,I agree to participate.,643cad41791d0efb8596d529,63,Male,Black or African American,Bachelor’s degree,F_3RxRlY3iivY4cYe,robert.jpg,111344,image/jpeg,8th rank,,643cad41791d0efb8596d529
2023-04-27 09:51:31,2023-04-27 09:52:59,IP Address,70.172.187.42,100,88,True,2023-04-27 09:53:01,R_31gWaWiCi0ovOT5,,,,,41.519,-71.162,anonymous,EN,I agree to participate.,58a43e029a17120001d910d5,40,Female,White or Caucasian,High school diploma or GED,F_2S2X1YwaNf2jg5Y,oops.png,533154,image/png,2nd rank,,58a43e029a17120001d910d5
2023-04-27 09:55:16,2023-04-27 09:56:29,IP Address,98.55.72.157,100,73,True,2023-04-27 09:56:32,R_0iDo3VSb6AUQWKl,,,,,39.5407,-104.9708,anonymous,EN,I agree to participate.,5f179bd584e8e802ef9c187d,50,Male,White or Caucasian,Associates or technical degree,F_2ePD2jGJu5LQOIU,profile.jpg,330043,image/jpeg,5th rank,,5f179bd584e8e802ef9c187d
2023-04-27 09:57:02,2023-04-27 09:58:38,IP Address,68.61.124.3,100,96,True,2023-04-27 09:58:39,R_2EdgPSGHbI6cxRl,,,,,42.1055,-83.2795,anonymous,EN,I agree to participate.,63d1761a118dd07b6da39e7e,63,Female,White or Caucasian,Some high school or less,,,,,,,63d1761a118dd07b6da39e7e
2023-04-27 10:03:50,2023-04-27 10:04:23,IP Address,216.176.4.46,100,33,True,2023-04-27 10:04:24,R_20Mt9WbuRMXmTGW,,,,,43.1193,-87.9505,anonymous,EN,I agree to participate.,64401b5576e7ee7ff9dc040d,34,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,,,,,,64401b5576e7ee7ff9dc040d
2023-04-27 10:04:57,2023-04-27 10:05:32,IP Address,47.144.143.186,100,35,True,2023-04-27 10:05:33,R_1Zzk5ysOc83fQ41,,,,,33.8303,-118.3795,anonymous,EN,I agree to participate.,5ea98c8747b7860a96ff3c90,51,Other,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,,,,,,5ea98c8747b7860a96ff3c90
2023-04-27 10:03:30,2023-04-27 10:05:40,IP Address,172.58.139.89,100,130,True,2023-04-27 10:05:42,R_pmVfDXbxmUZ4G8V,,,,,37.751,-97.822,anonymous,EN,I agree to participate.,5fbc2c78c568aa0c84232ce2,58,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",F_3Rmdi1Wk3hFqlXN,IMG_4751.jpeg,682837,image/jpeg,5th rank,,5fbc2c78c568aa0c84232ce2
2023-04-27 10:04:14,2023-04-27 10:05:48,IP Address,174.126.250.220,100,94,True,2023-04-27 10:05:49,R_2wis5ZAkrbCmtCk,,,,,37.6747,-95.4552,anonymous,EN,I agree to participate.,63114fcf2fc8f4d507560901,36,Female,White or Caucasian,"Some college, but no degree",F_3kiaDZn4cpU5p72,me.jpg,81986,image/jpeg,9th rank,,63114fcf2fc8f4d507560901
2023-04-27 10:05:47,2023-04-27 10:06:30,IP Address,24.10.243.36,100,42,True,2023-04-27 10:06:30,R_1JQG0Ro44xVN98X,,,,,40.5084,-111.8838,anonymous,EN,I agree to participate.,55ced0d234e9060012e5677c,40,Female,White or Caucasian,Bachelor’s degree,,,,,,,55ced0d234e9060012e5677c
2023-04-27 10:05:11,2023-04-27 10:06:38,IP Address,66.16.47.226,100,86,True,2023-04-27 10:06:40,R_2Cm5dtJVw7IqQSC,,,,,41.3186,-72.9302,anonymous,EN,I agree to participate.,6109a6e65fed731dcaecb1f1,20,Female,White or Caucasian,"Some college, but no degree",F_AATGqTnExreKRi1,5256EB02-850F-4636-9DA2-189861C1874E_1_201_a.jpeg,378822,image/jpeg,9th rank,,6109a6e65fed731dcaecb1f1
2023-04-27 10:06:39,2023-04-27 10:07:40,IP Address,72.187.35.155,100,60,True,2023-04-27 10:07:40,R_2v2In9Vg2psjMVO,,,,,27.9981,-81.778,anonymous,EN,I agree to participate.,642727be26e2e928b64f0ab0,73,Female,White or Caucasian,"Some college, but no degree",,,,,,Didn't want to put photo on internet,642727be26e2e928b64f0ab0
2023-04-27 10:06:31,2023-04-27 10:07:40,IP Address,174.106.136.64,100,69,True,2023-04-27 10:07:41,R_2aqPrgjZipzZ2mv,,,,,34.5446,-77.9402,anonymous,EN,I agree to participate.,623a732198d2a11b21faccc9,53,Female,White or Caucasian,Bachelor’s degree,F_2bObhWVEeUX95rB,pic.jpg,133084,image/jpeg,7th rank,,623a732198d2a11b21faccc9
2023-04-27 10:05:27,2023-04-27 10:07:46,IP Address,174.240.148.31,100,138,True,2023-04-27 10:07:48,R_3jYtNYZjM2g3qT3,,,,,42.4261,-83.2514,anonymous,EN,I agree to participate.,610decef66e40420979d76ef,19,Female,White or Caucasian,"Some college, but no degree",F_eeTctm8tZFFu6FX,IMG_5814.jpg,231410,image/jpeg,8th rank,,610decef66e40420979d76ef
2023-04-27 10:03:57,2023-04-27 10:08:20,IP Address,107.192.144.133,100,263,True,2023-04-27 10:08:23,R_2TAzWKtAKX1X70C,,,,,29.4227,-98.4927,anonymous,EN,I agree to participate.,60dccc040c30eb41bf18769e,36,Female,Other,"Some college, but no degree",F_2ty4iYYcHhxBDCO,217968152_4349871045034413_6272824448961430299_n.jpg,710984,image/jpeg,7th rank,,60dccc040c30eb41bf18769e
2023-04-27 10:07:56,2023-04-27 10:09:05,IP Address,108.36.152.236,100,68,True,2023-04-27 10:09:06,R_1Lv5OVANLgpxlI0,,,,,39.9528,-75.1646,anonymous,EN,I agree to participate.,628690801339eca9c44143cd,29,Female,"White or Caucasian,Black or African American",Bachelor’s degree,F_rdKZweMde9RAQzD,WIN_20190527_13_18_53_Pro (2).jpg,173640,image/jpeg,9th rank,,628690801339eca9c44143cd
2023-04-27 10:04:50,2023-04-27 10:09:08,IP Address,136.227.100.101,100,257,True,2023-04-27 10:09:11,R_1ieVlXhIeGsixH3,,,,,39.5082,-84.3987,anonymous,EN,I agree to participate.,63ced45255e61c93372b591a,21,Female,White or Caucasian,"Some college, but no degree",F_3q9G6HmlHv9oktR,Image (30).jpeg,2882086,image/jpeg,3rd rank,I hope mirror selfies are okay I don't take normal ones lol,63ced45255e61c93372b591a
2023-04-27 10:08:20,2023-04-27 10:09:27,IP Address,74.74.131.154,100,67,True,2023-04-27 10:09:28,R_2ckGthdXvBPZU1F,,,,,43.0747,-77.5181,anonymous,EN,I agree to participate.,5d54b73f1c1de70015d50959,39,Female,White or Caucasian,"Some college, but no degree",,,,,,Thank you. Sorry I was not comfortable submitting a photo.,5d54b73f1c1de70015d50959
2023-04-27 10:07:37,2023-04-27 10:09:30,IP Address,72.251.173.245,100,113,True,2023-04-27 10:09:33,R_3GkXwjAkFf7zyvi,,,,,38.768,-121.3349,anonymous,EN,I agree to participate.,62825aef9d9d5544867a6fc0,34,Female,Asian,Bachelor’s degree,F_3iL4KwJpeNyIPJ6,241083_10150289590143574_1348886_o.jpg,392039,image/jpeg,8th rank,,62825aef9d9d5544867a6fc0
2023-04-27 10:08:19,2023-04-27 10:09:32,IP Address,12.201.201.106,100,72,True,2023-04-27 10:09:33,R_1HpHmbNd8oLEFPX,,,,,36.1789,-86.8035,anonymous,EN,I agree to participate.,610184b85f6357139bc4c9eb,24,Female,White or Caucasian,Bachelor’s degree,F_3ESxU6eaq94BEod,1573003247977.jpg,74237,image/jpeg,8th rank,,610184b85f6357139bc4c9eb
2023-04-27 10:08:46,2023-04-27 10:09:39,IP Address,24.103.62.52,100,52,True,2023-04-27 10:09:41,R_ODO5wUbEBKIV18l,,,,,40.7123,-74.0068,anonymous,EN,I agree to participate.,5efb5648d7ea0e08aa5d1179,26,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",F_1cSL5Dlk3so8Qbs,20160923_102241.png,1417456,image/png,3rd rank,,5efb5648d7ea0e08aa5d1179
2023-04-27 10:07:21,2023-04-27 10:09:50,IP Address,174.204.199.0,100,148,True,2023-04-27 10:09:56,R_3fHmTEk2DRHXCp5,,,,,45.5288,-122.6821,anonymous,EN,I agree to participate.,5e9de42d6af8f2148b67cbb6,21,Female,White or Caucasian,"Some college, but no degree",F_12rLDBLowOuKG2d,1.png,9142314,image/png,5th rank,,5e9de42d6af8f2148b67cbb6
2023-04-27 10:09:10,2023-04-27 10:11:03,IP Address,173.244.142.83,100,112,True,2023-04-27 10:11:05,R_23eNEOxfEF6X8Rn,,,,,40.7869,-96.6962,anonymous,EN,I agree to participate.,5f7dd6ed4303f7000814dd3b,35,Female,White or Caucasian,"Some college, but no degree",F_3J2WiCj4IjCRx9J,WIN_20230427_11_23_31_Pro.jpg,196183,image/jpeg,8th rank,,5f7dd6ed4303f7000814dd3b
2023-04-27 10:10:06,2023-04-27 10:11:54,IP Address,50.73.59.51,100,107,True,2023-04-27 10:11:58,R_116p7ZjoYixQPZi,,,,,38.596,-121.2127,anonymous,EN,I agree to participate.,60f7320f98a037fd7718e698,28,Female,"White or Caucasian,Other",Associates or technical degree,F_1LcKk6QK4gIlwpS,1652049437632.jpg,2033040,image/jpeg,3rd rank,,60f7320f98a037fd7718e698
2023-04-27 10:10:49,2023-04-27 10:12:01,IP Address,47.5.89.204,100,72,True,2023-04-27 10:12:03,R_1IcSNA2Gnn0mYXo,,,,,44.5231,-109.0756,anonymous,EN,I agree to participate.,60dfdb8bbef17b6739d12215,34,Female,White or Caucasian,"Some college, but no degree",F_9Ks7ILke9fUQs7v,WIN_20230427_10_11_43_Pro.jpg,107345,image/jpeg,10th rank (least attractive),None,60dfdb8bbef17b6739d12215
2023-04-27 10:10:16,2023-04-27 10:12:11,IP Address,68.116.180.170,100,114,True,2023-04-27 10:12:12,R_24HuQ1EFV9nkNHd,,,,,42.2045,-71.8338,anonymous,EN,I agree to participate.,5f65597823696e0e9bd8f63a,44,Female,White or Caucasian,Bachelor’s degree,F_cu6ncOGl0003Vdf,A74A0206-4A2B-418D-A045-815BD8728808.jpeg,258664,image/jpeg,4th rank,,5f65597823696e0e9bd8f63a
2023-04-27 10:10:40,2023-04-27 10:12:22,IP Address,174.80.226.135,100,101,True,2023-04-27 10:12:23,R_1cYreuUapeLoCiw,,,,,36.3966,-78.9933,anonymous,EN,I agree to participate.,62df06687ffc916ae47759ee,74,Female,White or Caucasian,High school diploma or GED,,,,,,,62df06687ffc916ae47759ee
2023-04-27 10:11:06,2023-04-27 10:12:23,IP Address,76.255.203.210,100,76,True,2023-04-27 10:12:27,R_6ePy2E7wUk0KMff,,,,,42.0354,-87.737,anonymous,EN,I agree to participate.,5fc8783438ffaa20a88e270e,40,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",F_2OSH6c5r5dEQ8bH,PXL_20230423_023136514.jpg,361408,image/jpeg,7th rank,,5fc8783438ffaa20a88e270e
2023-04-27 10:10:16,2023-04-27 10:12:27,IP Address,71.8.83.103,100,131,True,2023-04-27 10:12:29,R_3EXOgjyKaK23Moh,,,,,33.2663,-86.902,anonymous,EN,I agree to participate.,574450f63fdc69000e09555d,48,Female,White or Caucasian,"Some college, but no degree",F_3nd3SeNdJ4L8Bt8,id.jpeg,96796,image/jpeg,10th rank (least attractive),,574450f63fdc69000e09555d
2023-04-27 10:12:13,2023-04-27 10:12:57,IP Address,96.70.26.57,100,43,True,2023-04-27 10:12:57,R_32S0YlQiDOfN2DM,,,,,39.0169,-94.2611,anonymous,EN,I agree to participate.,5a6a3790e70ca900017aa3b2,36,Female,Black or African American,"Some college, but no degree",,,,,,,5a6a3790e70ca900017aa3b2
2023-04-27 10:12:05,2023-04-27 10:13:18,IP Address,74.197.225.54,100,73,True,2023-04-27 10:13:20,R_1NEzJcshLTyjRc7,,,,,35.6305,-95.9665,anonymous,EN,I agree to participate.,61281adc2801831deef9a86d,32,Female,White or Caucasian,Associates or technical degree,F_Y084SesxxMFrK1j,qtxlicNw_400x400.jpg,18150,image/jpeg,4th rank,,61281adc2801831deef9a86d
2023-04-27 10:12:17,2023-04-27 10:13:26,IP Address,100.2.114.161,100,69,True,2023-04-27 10:13:28,R_3KBnO99gxMNfrK1,,,,,40.7637,-73.7695,anonymous,EN,I agree to participate.,59d662aa0c0c7100015b9af6,40,Male,Asian,Bachelor’s degree,F_10YiUUKrh7JgI30,5460966096471874985.jpg,234382,image/jpeg,5th rank,,59d662aa0c0c7100015b9af6
2023-04-27 10:10:58,2023-04-27 10:13:31,IP Address,73.88.119.211,100,153,True,2023-04-27 10:13:33,R_1DtZh1tANrkmIGJ,,,,,32.7944,-79.9484,anonymous,EN,I agree to participate.,627e76cbf7254a15bf0f09b8,22,Female,White or Caucasian,Bachelor’s degree,F_2aWUU2D0gW9Dtt0,IMG_1774.heic,1650299,image/heic,7th rank,,627e76cbf7254a15bf0f09b8
2023-04-27 10:13:05,2023-04-27 10:13:36,IP Address,76.10.244.16,100,31,True,2023-04-27 10:13:36,R_3oH0UuEYFYAUb4S,,,,,33.1876,-96.1268,anonymous,EN,I agree to participate.,5de980601174470ad1f69892,25,Other,Black or African American,"Some college, but no degree",,,,,,,5de980601174470ad1f69892
2023-04-27 10:13:12,2023-04-27 10:14:01,IP Address,66.102.231.91,100,48,True,2023-04-27 10:14:05,R_4JeW4q3KKQZk2lP,,,,,30.6293,-97.6687,anonymous,EN,I agree to participate.,614e2446523bb49af662fb62,30,Male,White or Caucasian,High school diploma or GED,F_1NaaAojAuyPxT8k,IMG_20220730_194053.jpg,1930145,image/jpeg,4th rank,,614e2446523bb49af662fb62
2023-04-27 10:11:58,2023-04-27 10:14:07,IP Address,47.225.186.92,100,129,True,2023-04-27 10:14:08,R_3kohFhJahHDrQR9,,,,,43.1152,-85.5136,anonymous,EN,I agree to participate.,6412ddd00034044433dc4dae,54,Male,Black or African American,Bachelor’s degree,,,,,,no,6412ddd00034044433dc4dae
2023-04-27 10:11:53,2023-04-27 10:14:14,IP Address,72.175.106.67,100,141,True,2023-04-27 10:14:15,R_Z8Xsg1IPHJBmyfn,,,,,42.8431,-106.313,anonymous,EN,I agree to participate.,602975630f899d5311c47e68,38,Female,"White or Caucasian,American Indian/Native American or Alaska Native,Other",High school diploma or GED,,,,,,None,602975630f899d5311c47e68
2023-04-27 10:13:26,2023-04-27 10:14:15,IP Address,207.44.32.7,100,48,True,2023-04-27 10:14:15,R_2al5WuaVCRyrlxk,,,,,40.7962,-76.4226,anonymous,EN,I agree to participate.,55ddb84550a1f7000b90d65a,49,Female,White or Caucasian,Associates or technical degree,,,,,,thank you,55ddb84550a1f7000b90d65a
2023-04-27 10:13:35,2023-04-27 10:14:19,IP Address,74.77.245.182,100,44,True,2023-04-27 10:14:20,R_1ifCYLk9TqGxIJP,,,,,42.4325,-79.3329,anonymous,EN,I agree to participate.,559c1e28fdf99b2189ee807d,54,Female,White or Caucasian,Associates or technical degree,,,,,,,559c1e28fdf99b2189ee807d
2023-04-27 10:08:57,2023-04-27 10:15:07,IP Address,24.88.213.73,100,370,True,2023-04-27 10:15:08,R_2rryD1fF0F40sBx,,,,,36.0406,-80.26,anonymous,EN,I agree to participate.,5a89cc2c000dab00018cbd38,34,Male,White or Caucasian,Associates or technical degree,F_1jWgE6Xc6XpSFIJ,2.jpg,92909,image/jpeg,5th rank,,5a89cc2c000dab00018cbd38
2023-04-27 10:12:25,2023-04-27 10:15:29,IP Address,71.197.150.225,100,183,True,2023-04-27 10:15:31,R_3QRuS8V6Z4hhLKw,,,,,47.3957,-122.3036,anonymous,EN,I agree to participate.,5aeb6714eb6e780001b1897c,33,Female,White or Caucasian,Bachelor’s degree,F_bDflVSCwQ5T32YV,me.jpg,36052,image/jpeg,7th rank,,5aeb6714eb6e780001b1897c
2023-04-27 10:11:40,2023-04-27 10:15:32,IP Address,97.102.166.53,100,231,True,2023-04-27 10:15:36,R_3jZfmjYU5jvyaGI,,,,,28.5759,-81.3957,anonymous,EN,I agree to participate.,63fcf7251ace1792db0941b0,67,Female,White or Caucasian,High school diploma or GED,F_spsKbfkPlT3eM8N,20221024_191807.jpg,2207841,image/jpeg,7th rank,"I am an older individual so figure I would not compare well to the others ",63fcf7251ace1792db0941b0
2023-04-27 10:09:58,2023-04-27 10:15:42,IP Address,70.88.214.178,100,344,True,2023-04-27 10:15:46,R_ZrcTD9u7omxOnwB,,,,,42.8674,-71.3793,anonymous,EN,I agree to participate.,63ff478aec95d54674669329,34,Male,White or Caucasian,Bachelor’s degree,F_bdz8kxPKvIwQFtT,IMG_20230427_121127608_HDR.jpg,1479949,image/jpeg,5th rank,,63ff478aec95d54674669329
2023-04-27 10:14:50,2023-04-27 10:15:46,IP Address,68.0.242.88,100,55,True,2023-04-27 10:15:47,R_3jVYE1fNxAivlE5,,,,,41.6047,-72.8813,anonymous,EN,I agree to participate.,57509b61d6edf00006ff7fcb,57,Female,White or Caucasian,"Some college, but no degree",F_3Gdr9o0jIvHrGWs,Carole.jpg,13607,image/jpeg,6th rank,,57509b61d6edf00006ff7fcb
2023-04-27 10:14:11,2023-04-27 10:15:48,IP Address,172.58.230.188,100,96,True,2023-04-27 10:15:53,R_1rqs8gk4Sl3bicd,,,,,40.7623,-73.8724,anonymous,EN,I agree to participate.,60f998b6c4b98974b766eb98,28,Male,Other,"Some college, but no degree",F_6n8yU5rvBdx8mWJ,8B287DF2-A264-4F4A-85A4-D065D11E9A1B.jpeg,3026064,image/jpeg,4th rank,,60f998b6c4b98974b766eb98
