"","ProlificID","ResponseId","Condition","QID10","QID11","QID12","QID13","QID14","QID15","QID16","QID17","QID18","QID19","Guess","Gender","Age","Ethnicity","Education","count"
"34","65546aa7c0658d91981170f1","R_2Qnv0bADDdDSBsk","High","113 feet","y = -2","2x5","13","2.06","-22","6","297°","3","4x2 + 16x + 48",5,"Female",67,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5
"35","5fb84d9d8a35c11bd4896a47","R_22VUA8zZgF9cwaH","High","54 feet","x - 2 = y","x8","13","2.06","14","6","63°","-3","4x2 + 16x + 48",2,"Female",23,"White or Caucasian","Associates or technical degree",4
"36","655f914a12d38751dfa90257","R_wRxlhdIYU72zWil","High","113 feet","x = -2y","2x5","13","2.06","-34","6","117°","3",NA,6,"Female",27,"Asian","Bachelor’s degree",6
"37","6159d4026fd4e22c9f1179c1","R_29m4zyXuC1bJIDn","Low","36 feet","x - 2 = y","x15","11","2.060154","14","12","63°","-3","4x2 + 32x + 48",2,"Female",43,"White or Caucasian","Bachelor’s degree",3
"38","5fbafd1b299177bdcc7aa4ac","R_3P6Ps8PHhbwApAx","High","36 feet","x = -2","x15","13","2.06","-34","6","63°","-6","4x2 + 16x + 48",6,"Female",30,"White or Caucasian","Some college, but no degree",7
"39","6431cb72bc4aed9f79967c7d","R_sjwHpw7yqSNyhep","High","36 feet","x = -2","x15","13","2.07","-22","10","63°","-3","4x2 + 16x + 48",3,"Female",50,"White or Caucasian","Some college, but no degree",4
"40","646619d0918746fb726da63e","R_2XcyDq0QGKBsnA0","High","36 feet","x = -2y","x8","13","2.07","14","8","63°","3","4x2 + 32x + 48",4,"Female",61,"White or Caucasian","Bachelor’s degree",4
"41","5fa07feab55a2a0cb4811aec","R_278PSaW9vgKYKl4","Low","36 feet","y = -2","x15","13","5.05","-34","6","63°","-3","4x2 + 16x + 16",3,"Female",35,"White or Caucasian","Some college, but no degree",5
"42","6539514fcb2a4063647c10c8","R_3EyDTv1G4Epic1f","Low","113 feet","x = -2","x15","13","5.05","-34","6","63°","3","4x2 + 32x + 48",6,"Female",23,"Asian","Bachelor’s degree",9
"43","643edc41faeb4233074d9fce","R_3oyGNlVGBnpzBvI","High","36 feet","y = -2","x25","13","5.05","42","12","297°","-6","4x2 + 16x + 48",2,"Female",55,"Black or African American","Some college, but no degree",1
"44","655f8f9f0e4ff12b601465e7","R_3knSFFzUquDoRon","Low","108 feet","x = -2","x15","11","5.05","-34","12","63°","3","4x2 + 32x + 48",3,"Female",34,"Asian","Bachelor’s degree",6
"45","60fe3a34f7f4d5e48ad56af2","R_2f35uK4hxLNZuau","Low","36 feet","y = -2","x15","11","5.05","42","12","180°","-6","4x2 + 16x + 16",1,"Female",37,"Other","High school diploma or GED",1
"46","6109b95a3954ea5afdd7add9","R_2V1IX7XjlSyOVTY","High","113 feet","x = -2","x15","13","2.06","-34","6","63°",NA,"4x2 + 32x + 48",7,"Female",34,"White or Caucasian","Bachelor’s degree",9
"47","5d1d3f10d5669200017b4e46","R_2Cxq6cX3wTdVRLj","High","113 feet","x = -2","x8","13",NA,NA,NA,NA,NA,NA,4,"Female",41,"White or Caucasian","Bachelor’s degree",3
"48","60d50ceb7c563c73f91d9ec5","R_3g5VbFhjMrAx4rE","High","36 feet","x = -2y","x15","13","2.060154","42","6","63°","-6","4x2 + 16x + 48",4,"Female",36,"White or Caucasian","Some college, but no degree",4
"49","5fefefa4c9707d3516361c9c","R_3hGCPCL3RzviK4K","Low","36 feet","x = -2y","x15","9","5.05","-34","12","63°","6","4x2 + 16x + 48",6,"Female",57,"White or Caucasian","High school diploma or GED",3
"50","5bb10d4288f88d0001f3d151","R_12aJQOU51BHvWIl","High","36 feet","x = -2y","x15","11","2.06","-34","12","63°","-6","4x2 + 32x + 48",0,"Female",60,"White or Caucasian","Some college, but no degree",5
"51","5fab34d5e971f1617667232e","R_1P75MG5BE1jCXg7","Low","113 feet","x = -2y","x15","13","2.07","-22","12","117°","3","4x2 + 32x + 48",2,"Female",41,"White or Caucasian","High school diploma or GED",5
"52","5da25f04c8c2de00139ed46b","R_6MCi5YEv3QjUaxH","Low","36 feet","x = -2y","x15","15","5.05","42","12","117°","3","4x2 + 16x + 48",3,"Female",42,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"53","6535874da4c41c6b75cd8645","R_71H8hadk68Ssihr","Low","36 feet","x = -2y","x15","13","2.06","-34","6","63°","3","4x2 + 32x + 48",5,"Female",18,"Other","Some college, but no degree",8
"54","656c8a2eba4ac7120453cdaa","R_3iyt2AkUWL3ZAvF","High","113 feet","x - 2 = y","x15","13","2.06","-34","6","117°","3","4x2 + 16x + 16",5,"Female",32,"Black or African American","Associates or technical degree",7
"55","6553a1d1ca63d5c0ea71a758","R_2rivhVdP60HuXpL","High","113 feet","x = -2y","x15","13","2.06","-22","6","63°","-3","4x2 + 32x + 48",5,"Female",24,"Other","Bachelor’s degree",7
"56","61356a75a26f82d5cf223390","R_3n31NUgK6tKhTAt","High","113 feet","x = -2y","x15","13","2.06","-34","6","63°","-3",NA,3,"Female",27,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",7
"57","656907a16ea276f3fef47618","R_2ATFaNzrbB6i6Nn","Low","113 feet","x = -2y","x15",NA,NA,NA,NA,NA,NA,NA,3,"Female",52,"Other","Bachelor’s degree",2
"58","63d13b3934b1255e0954a471","R_1mmTj8Gw31uSbOb","Low","108 feet","x = -2y","x15","13","2.06","-34","8","117°","-6","4x2 + 32x + 48",2,"Female",21,"White or Caucasian","Some college, but no degree",5
"59","6561dce662de41372375dde8","R_3kBxgvvQCDHPEIq","Low","113 feet","x = -2y","x15","13",NA,NA,"6","63°","3","4x2 + 32x + 48",5,"Female",29,"Asian","Bachelor’s degree",7
"60","5f4d3551f958ee9c51b2d54a","R_2awwtekYRPHubVl","High","54 feet","x = -2y","x25","13","2.07","-22","12","117°","6","4x2 + 32x + 48",0,"Female",38,"Other","High school diploma or GED",2
"61","646792a49a85f35e7a7f5169","R_3kzIDF2Ec2iC98t","High","113 feet","x = -2","x15","13","5.05","-22","8","117°","-6","4x2 + 16x + 48",1,"Female",60,"White or Caucasian","High school diploma or GED",4
"62","6489db7cf28c81a0fe36111f","R_3fkLVlPwUaokLeg","Low","36 feet","x = -2y","x15",NA,"5.05",NA,"12","180°","6",NA,3,"Female",60,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"63","623484b9a279762ab4c8b6dc","R_qXGZI6n3WQZwJix","High","113 feet","x - 2 = y","x15","11","5.05","14","12","63°","-3","4x2 + 16x + 48",4,"Female",37,"Asian","Bachelor’s degree",3
"64","6567492900b32685a1ca02ae","R_3GD1cuvsmyXlJ0m","Low","36 feet","x = -2","x8","13","2.06","42","6","63°","3",NA,2,"Female",44,"White or Caucasian","High school diploma or GED",6
"65","6553a027c17b97e04110e168","R_28GHYIQtkwuTVjd","High","36 feet","x - 2 = y","x15","13","5.05","-22","12","117°","-6",NA,4,"Female",55,"Black or African American","Bachelor’s degree",2
"66","655f8b959477c803eb906622","R_r0v4HqTTUpClMzL","Low","113 feet","x - 2 = y","x15","11","2.060154","-34","6","63°","-3","4x2 + 32x + 48",5,"Female",20,"White or Caucasian","Some college, but no degree",6
"67","5e7cf03fea45cb369b402703","R_3eyLFVL10TBh5Lr","High","108 feet","y = -2","x15","13","5.05","-34","6","63°","6","4x2 + 32x + 48",3,"Female",31,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",6
"68","63a0d718bbed03d92665039e","R_1NfFvgQSSXL0izD","Low","36 feet","y = -2","x15","15",NA,NA,"6","117°",NA,"4x2 + 16x + 48",5,"Female",55,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"69","6563003ce4f5a268a959df06","R_pi8gYQYfTPxaEOB","High","113 feet",NA,"x15","13","2.06","-34","6","117°",NA,NA,8,"Female",36,"White or Caucasian","Bachelor’s degree",6
"70","63c18301a31679d3e3e39101","R_sZippeejolWHsAN","High","54 feet","x = -2","x15","13","2.07","14","6","63°","3","4x2 + 16x + 48",2,"Female",54,"White or Caucasian","Some college, but no degree",6
"71","62da9d7b354d04d65a778e2d","R_2uxE7aNofLwwR7U","High","113 feet","x = -2y","x25","13","5.05","14","8","297°","3","4x2 + 16x + 48",0,"Female",37,"White or Caucasian","Bachelor’s degree",3
"72","63936bad01efa1e55f6e149d","R_1oFOwDqsBYkLKwH","High","113 feet","x - 2 = y","2x5","13","2.06","-34","6","63°","-3","4x2 + 16x + 48",2,"Female",58,"White or Caucasian","Associates or technical degree",6
"73","6020eae0f967d472b06f87fe","R_3dZjENKfd2jS8PA","High","36 feet","y = -2","x15","13","5.05","-34","6","63°","-6","4x2 + 32x + 48",8,"Female",32,"Asian","Bachelor’s degree",6
"74","62cbf51439a76e8fccd8a495","R_2XdN4hqD5TlnFhq","High","36 feet","x = -2","x15","9","5.05","14","10","63°","-3","2x2 + 7x + 24",0,"Female",59,"White or Caucasian","Some college, but no degree",3
"75","6111d3aa2e12fb09c474a445","R_2WIjbA0eW12bN3h","Low","36 feet","x = -2","x25","11","2.06","-34","8","63°","-3","4x2 + 16x + 48",3,"Female",37,"Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4
"76","60d9e874269237cc2a228006","R_0leF7YZuzDkJuCt","High","108 feet","x = -2","x25","13","2.06","42","6","117°","6","4x2 + 16x + 48",2,"Female",28,"White or Caucasian","Some college, but no degree",4
"77","5783027f913c71000197300d","R_1CjaoiFTtyr107M","High","54 feet","x = -2y","x8","13","5.05","-22","10","297°","-6","4x2 + 16x + 16",3,"Female",45,"White or Caucasian","Associates or technical degree",1
"78","608437f0b139060610c9f0c1","R_a4t7t7BYsMbHk7D","High","113 feet","x = -2","x15","13","2.07","-22","12","117°","3","2x2 + 7x + 24",4,"Female",71,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5
"79","6562c55e28c4121b6401c0c7","R_2zqeqCl41mW0D5o","High","113 feet",NA,"x15","13","2.06","-34",NA,NA,NA,NA,4,"Female",31,"Asian","Bachelor’s degree",5
"80","60ff7c8f4f066ccf6fe05587","R_1rdA8OaQ77nPg9K","Low","113 feet","x = -2y","x15","13","2.06","-34","6","63°","-6","4x2 + 32x + 48",3,"Female",26,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",8
"81","656e09b763f76df09ba6f8d8","R_0wHWecSdTzOA9ah","Low","113 feet","x - 2 = y","x15","13",NA,"-34","6",NA,NA,NA,5,"Female",34,"Black or African American","Bachelor’s degree",5
"82","6560b636b6a7fdd41f30fa4e","R_2ebxZPAA2F2UUyd","Low","113 feet","x = -2y","x15","11",NA,NA,NA,NA,NA,NA,3,"Female",44,"White or Caucasian","Some college, but no degree",2
"83","5c58fdd6fa9e940001080c18","R_1lcaGn37lJkp5mX","High","54 feet","x = -2y","x15","13","2.06",NA,NA,NA,NA,NA,4,"Female",40,"White or Caucasian","Bachelor’s degree",3
"84","65551c78282878272cdc2102","R_3Ed7V6YA9xkJKC5","High","36 feet","x = -2y","x15","13","2.07","-34","6",NA,NA,NA,5,"Female",47,"Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4
"85","64a5e28179aa71f8f7d29e69","R_2QS44uZKsMFDtCz","Low","113 feet","x - 2 = y","x8","13","5.05","-22","12","117°","-3","2x2 + 7x + 24",3,"Female",55,"White or Caucasian","Associates or technical degree",2
"86","63da9d744c860382808770bd","R_3Kw1eUofFv4H8BQ","Low","113 feet","x - 2 = y","x15","13","2.07","14",NA,NA,NA,NA,2,"Female",62,"Other","High school diploma or GED",3
"87","5c3c4726e8da5300012422c1","R_2rNtAyRSHgI6Nk5","Low","113 feet","y = -2","x8","13","5.05","-34","6","63°","6",NA,6,"Female",57,"White or Caucasian","Associates or technical degree",6
"88","5cb2e89bc29be80001b13ed6","R_2zbVzsREfcbm6sA","Low","113 feet","x - 2 = y","x15","13","2.060154","14",NA,NA,NA,NA,3,"Female",50,"White or Caucasian","High school diploma or GED",3
"89","653a65476318172f30e8856a","R_3HZGDxWKTpMHkql","High","36 feet","x = -2","x25","13","2.06","-22","6","117°","-3","4x2 + 16x + 16",2,"Female",70,"White or Caucasian","Some college, but no degree",4
"90","64d50c4b3a44318d98f4f5b2","R_xhzihendBDdtVQZ","High","36 feet","y = -2","x15","13","2.07","-22","12","180°","6","4x2 + 16x + 48",0,"Female",50,"White or Caucasian","Some college, but no degree",2
"91","5fea37d652b0e25493cd4802","R_1gIN7doyEdikrTW","High","113 feet","y = -2","x15","13","5.05","-34","8",NA,NA,NA,2,"Female",33,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4
"92","650b0eb2e8c0266da78521fb","R_1BXJksr2RA45AtM","High","113 feet","x = -2","x8","13","5.05","-34","6","63°","3","4x2 + 32x + 48",8,"Female",39,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",8
"93","651b249337102ada9fee4951","R_27Ew9t1WDy20n6T","Low","36 feet","x - 2 = y","x15","11","2.060154","-22","6","63°","-3","4x2 + 16x + 48",3,"Female",37,"Other","Associates or technical degree",3
"94","5e09ffd8fa3d102a583771c1","R_1n2aDc5TUcqKnvc","High","113 feet","x = -2","x15","11","2.06","42","6","63°","3","4x2 + 16x + 16",3,"Female",35,"Other","Bachelor’s degree",7
"95","63bc9e8cd8106f8d94c636d4","R_2rkEkGGxPNI7jU2","Low","113 feet","x = -2y","x15","13",NA,NA,NA,NA,NA,NA,3,"Female",27,"White or Caucasian","Some college, but no degree",3
"96","646ff97937530e7cfc34ae2e","R_2yswAeT4pgE4n4L","Low","54 feet","x = -2y","x15","13","2.06","42","8","180°","-6","4x2 + 32x + 48",1,"Female",50,"Black or African American","Bachelor’s degree",4
"97","6543ae61df4c68a0e486942f","R_1HTzvvH0FVkQrdL","High","113 feet",NA,"x8","13","2.06","14","6",NA,NA,NA,4,"Female",42,"White or Caucasian","Bachelor’s degree",4
"98","63e885e4e1fc973179d56f63","R_21HZktk7ejGqOyi","Low","108 feet","x - 2 = y","x15","13","2.07","-22",NA,NA,NA,NA,1,"Female",42,"White or Caucasian","Associates or technical degree",2
"99","5aa806e7777df200016088c5","R_3JmCEWI9qGOV9bA","High","113 feet","x = -2y","x15","13","5.05",NA,NA,NA,NA,NA,3,"Female",36,"White or Caucasian","Bachelor’s degree",3
"100","655b6d4f57ae1636c0b4f647","R_10Nng6Y0NRG3RWz","High","113 feet","y = -2","x15","13","2.06","-22","6","117°","3","4x2 + 32x + 48",8,"Female",39,"White or Caucasian","Bachelor’s degree",7
"101","647dde92d730823a9e5c7f0f","R_10V4hFclZjzIlu8","High","36 feet","x = -2y","x15","9","2.06",NA,NA,NA,NA,NA,3,"Female",59,"Other","Bachelor’s degree",2
"102","5fc10e3c8200cf0b1b66714c","R_3imu0qKb4GlfBVR","High","36 feet","x = -2","x15","11","2.060154","14","8","117°","-6","4x2 + 32x + 48",4,"Female",22,"Black or African American","Some high school or less",3
"103","6091ab55ea2e97910519f8e7","R_1o1sLjI6nbVF8fb","High","36 feet","x = -2","x15","13","2.060154","14","6","117°","3","4x2 + 16x + 16",2,"Female",29,"Black or African American","Bachelor’s degree",5
"104","615252fe3ac6a44f68bdc779","R_3F4AjvQLmICa9mz","High","36 feet","x - 2 = y","x8","13","5.05","-22","6","63°",NA,NA,3,"Female",28,"Black or African American","Some college, but no degree",3
"105","63804d105c37525d499b9c6c","R_1Tvvzqq5LztxkDn","Low","36 feet","x - 2 = y","x15","13","5.05","-34","12","117°","6",NA,3,"Female",60,"Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4
"106","63bcf141136313265f65eec9","R_2y45jv9CnXD9WY1","Low","54 feet","x = -2","x15","13",NA,NA,NA,NA,NA,NA,1,"Female",72,"White or Caucasian","Associates or technical degree",3
"107","62961bfdbe5f238d3225db72","R_1f41I1YNAOn4nEY","Low","36 feet","y = -2","x15","11","2.06","14","12","117°","-6","4x2 + 16x + 48",2,"Female",43,"White or Caucasian","Some college, but no degree",2
"108","6056bcf1cee7a41435889255","R_SK4rhRCouLmztpn","High","36 feet","x = -2","x15","13","2.07","-22","12","117°","-3","4x2 + 16x + 16",0,"Female",30,"White or Caucasian","Associates or technical degree",3
"109","654e801d14df9acd084196c2","R_3C8JDmoVNvGmDtf","High","36 feet","x = -2","x15","13","2.06","42","6","63°",NA,NA,6,"Female",50,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",6
"110","5d82be0cf45ead000150f026","R_22lugrRMzyFcRiy","High","54 feet","x = -2","x25","15","5.05","-22","12","180°","-6","4x2 + 16x + 16",2,"Female",42,"White or Caucasian","Some high school or less",1
"111","6112c911a83cc494df38b468","R_3McHtW2VZW8VBBe","Low","113 feet","x = -2y","x15","13","2.060154","42","8","63°","3","4x2 + 16x + 48",2,"Female",28,"White or Caucasian","Bachelor’s degree",5
"112","61096a016b964e7af149fce3","R_1Kpdr8JJ8yWWJsY","High","36 feet","x = -2","x15","11","2.07","42","6",NA,NA,NA,2,"Female",43,"Black or African American","Associates or technical degree",3
"113","6566128f5eb62ce37ccfecd6","R_1g8yVWLfB65oJcV","Low","113 feet","x = -2","x15","13",NA,NA,NA,NA,NA,NA,5,"Female",36,"Black or African American","Bachelor’s degree",4
"114","5eed8bec94fa2f1be77c189a","R_3fBLmL2rbwDk75Y","High","113 feet","x - 2 = y","2x5","9","5.05","-22","6","180°","-3","4x2 + 16x + 16",2,"Female",27,"White or Caucasian","High school diploma or GED",2
"115","652bfbba1a8bef9e38513d5c","R_3MQJCdsqk3tVlPv","Low","113 feet","x - 2 = y","x15","11","2.06","42","12","63°","-6","4x2 + 16x + 48",1,"Female",40,"White or Caucasian","Some college, but no degree",4
"116","5dd9df0e946f7c97406a55ea","R_2AG9YJp3OZtWttf","High","36 feet","x = -2y","x15","13","2.06","-22","10","63°","-3","4x2 + 16x + 48",4,"Female",23,"White or Caucasian","Some college, but no degree",4
"117","5e06f13e39bcde0a29c39a13","R_3oXuC7FXTT0cbe6","High","36 feet","x = -2y","x8","13","2.06","42","6","117°","6","4x2 + 16x + 16",2,"Female",48,"White or Caucasian","Associates or technical degree",3
"118","65218b754dddc1ca107dd9c2","R_3saa2Ev77WtNGi8","High","113 feet","x = -2y","x15","13","2.06","42","6","63°","-3","2x2 + 7x + 24",4,"Female",46,"White or Caucasian","Bachelor’s degree",6
"119","656e0d693b15a086ffcd4148","R_DJi9yBtSpdtNy8x","Low","36 feet","x - 2 = y","x15","11","5.05","-22","6","63°","-6","4x2 + 16x + 16",3,"Female",38,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3
"120","650b695bf3b3d34f9c461926","R_3D78xDNWuCNZoyq","Low","113 feet","x = -2","x15","13","2.06","-34","6",NA,NA,NA,6,"Female",31,"Asian","Associates or technical degree",7
"121","62b146e365eca239ef0dbbfb","R_1CKl35fb93ql3vZ","High","36 feet","x - 2 = y","x15","13","5.05","-34","12","63°","3",NA,6,"Female",42,"Asian","Associates or technical degree",5
"122","655f8e46111e1df6951e1ede","R_1Gw3mRmEno81zXS","High","113 feet","x = -2y","x15","13","2.06",NA,NA,NA,NA,NA,4,"Female",30,"Asian","Bachelor’s degree",4
"123","652d5fbe9b9bfde1040a8c4d","R_3OoC52zonK6X91V","High","54 feet","x - 2 = y","x25","13","2.07","42","12","63°","-3","4x2 + 16x + 48",1,"Female",44,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"124","5995be89f9db7d0001895993","R_3pnEeOYcqszR51n","Low","54 feet","x = -2","x8","13","2.07","-34","6","117°","6","4x2 + 32x + 48",1,"Female",65,"White or Caucasian","Bachelor’s degree",5
