"","ResponseId","PROLIFIC_PID","Condition","1_advice","2_advice","3_advice","4_advice","5_advice","6_advice","7_advice","8_advice","9_advice","10_advice","GroupNum","age","gender","ethnicity","education","0.AdviseeID","0.Estimate","0.Performance","0.Gender","0.Treatment","1.AdviseeID","1.Estimate","1.Performance","1.Gender","1.Treatment","2.AdviseeID","2.Estimate","2.Performance","2.Gender","2.Treatment","3.AdviseeID","3.Estimate","3.Performance","3.Gender","3.Treatment","4.AdviseeID","4.Estimate","4.Performance","4.Gender","4.Treatment","5.AdviseeID","5.Estimate","5.Performance","5.Gender","5.Treatment","6.AdviseeID","6.Estimate","6.Performance","6.Gender","6.Treatment","7.AdviseeID","7.Estimate","7.Performance","7.Gender","7.Treatment","8.AdviseeID","8.Estimate","8.Performance","8.Gender","8.Treatment","9.AdviseeID","9.Estimate","9.Performance","9.Gender","9.Treatment"
"16","R_yNKqHkBnhTe7P8Z","655a9262b721bc008ddc8e8c","None",0,1,1,0,1,1,0,1,0,0,66,66,"Female","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","648343299ec8050d10aee27d",2,4,"Female","Low","6567492900b32685a1ca02ae",2,6,"Female","Low","5f78ce64cb5f144a98a4fa38",1,5,"Female","Low","650b0eb2e8c0266da78521fb",8,8,"Female","High","5c022a94d183df000141f1e2",3,4,"Male","High","655f914a12d38751dfa90257",6,6,"Female","High","566a3e0e7da0350012b3ec49",5,6,"Male","High","5c59e6519dd64d00018adaa8",4,8,"Male","Low","654b9e50dc38506c10831a0b",7,6,"Male","High","6523d77974cdfbc583035c7c",5,5,"Male","High"
"17","R_sbdwtv9sAqnfOBb","655cd34e87b547ec99051633","E",1,0,1,0,0,1,1,1,1,0,250,43,"Male","Black or African American","Bachelor’s degree","656766dc27c035c9ac54f90d",3,3,"Female","High","6334d869011b16ac13de3546",5,1,"Male","High","62da97c1d0ea5d209bdef664",7,9,"Female","High","6463e382425ee2c5d0a1b2c9",6,3,"Male","High","62ceba5fdab49dfc90278cbb",5,2,"Female","High","604eb32b7405f25e90f5acce",8,9,"Male","High","5c2019f5cc850a0001b329e8",4,2,"Male","High","65546aa7c0658d91981170f1",5,5,"Female","High","5484d361fdf99b0379939d5b",6,5,"Male","Low","64509bfcd8d8b7e61f801e95",3,1,"Female","Low"
"18","R_2pRULaWbVYqKdea","5f7b79a3e087e414513eb8c9","None",0,0,1,0,0,0,0,0,0,1,68,57,"Female","White or Caucasian","Bachelor’s degree","5fea37d652b0e25493cd4802",2,4,"Female","High","65620016f391ccff5712a048",5,3,"Male","High","5df967d2f6191f6e87b236e6",8,7,"Male","Low","614e1a28a1851394f80ede61",6,3,"Male","High","6518cf249463264599a7918d",2,3,"Female","Low","652423321917b76cf71dfbbd",3,5,"Female","High","6168d307d622b1f522956be7",6,5,"Male","Low","5e121701dc79bd8a1a22ca99",4,3,"Female","Low","5c3c7913b4f22c0001a0809c",5,4,"Male","High","5f117601aeef1d5095578b01",4,7,"Female","Low"
"19","R_1hAoiRN4kbhbdNQ","546f8a9cfdf99b4a593414ea","E",0,0,0,0,0,0,0,1,1,0,97,54,"Male","White or Caucasian","Bachelor’s degree","642cfa28b81ed7ff33adcc9f",6,4,"Male","Low","6111a61a1f00387413cc1321",2,4,"Female","Low","654a86d08714f739c9fcea21",3,5,"Female","Low","65654d89443092badedb7c03",4,4,"Female","High","64413c375a0ded04a4e99a3f",5,4,"Male","Low","652be630d5ccaffb4fa0922b",4,5,"Male","High","60933bb6e47eb28c880b93d9",5,4,"Female","High","5d012930cfeb82001817c9c9",6,10,"Female","High","5ec403bb09d0e02a060bd5e6",9,10,"Male","Low","5f4966420471864c5533666f",5,4,"Male","Low"
"20","R_1IRblejNj2Y6ePG","5a8e6117b093f80001a83119","None",1,1,0,0,0,0,0,0,1,1,131,33,"Male","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","601b28841ca7bb2f8edaa293",8,8,"Male","High","610a81561cb8c17ebce209b3",5,8,"Male","Low","5d29cc8869a747001acdb3c1",5,7,"Female","High","64da2707c3e6642220490de0",2,1,"Male","High","5b72d1b972a6fc0001b2abc2",3,7,"Male","Low","5f6e50b66df91337616891fe",2,5,"Female","High","653822a7bb1fae9976bb28a1",6,1,"Female","Low","63d6873b65a6170d64a652f6",5,5,"Male","High","60fdf01326f76cc0c5be3d2f",10,8,"Female","High","6466a87b80cdf3d7f07c1e96",7,8,"Female","High"
"21","R_3JJYiR0IKJpK9hH","5ede22703409e1042973a050","None",0,0,0,0,0,0,0,0,0,0,88,45,"Male","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5d1283351716480017019be7",5,6,"Female","Low","6287d1278f5285de4c237d50",3,4,"Male","Low","63ea4471a837335f74ef0f68",6,6,"Male","High","652c821a3d99a68b56fe9bcb",5,5,"Male","High","63dac3039dddeaa909a790fb",3,5,"Female","Low","6068bf5914131f3a1a80a413",3,5,"Male","Low","5b9efb73d1ff7a00013bfe84",2,5,"Female","High","65640c5907bb3c72f8a7609f",6,6,"Female","High","651c1abbc73b6eea8fa97193",3,4,"Female","Low","628bb39061393e64b1907bbb",3,6,"Male","High"
"22","R_PU0wQJ5Br9tl09b","6095ed23bec8c0d7681c5d28","None",0,0,0,0,0,0,0,0,0,0,249,27,"Female","Black or African American","Bachelor’s degree","6557bcf605279f9c3e10c6cf",2,4,"Female","Low","654cf6acd3de98547781695c",6,4,"Male","Low","652d5fbe9b9bfde1040a8c4d",1,2,"Female","High","6562fbd1f6b4756ac64c4dbd",7,2,"Male","Low","650065e0f3202d7bba91e031",3,5,"Male","Low","652d90890703a9b33b854bb3",3,3,"Male","Low","6567ad4ffa20e5d5b9ce2944",4,4,"Male","Low","6276d97e209059496d37bf74",4,3,"Female","High","648343299ec8050d10aee27d",2,4,"Female","Low","6428cf95700357ed9473c9a8",0,5,"Female","High"
"23","R_3fPt058BFpqIKCt","655cc33b307944ee1ba8cddc","None",1,0,0,0,0,0,1,0,1,1,116,48,"Male","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","60a2dd0e1d378ad4d982dae3",2,2,"Male","High","656330bce859fe9d4d59f7cd",2,0,"Male","High","608437f0b139060610c9f0c1",4,5,"Female","High","64a5e28179aa71f8f7d29e69",3,2,"Female","Low","5fd0ebb69497b30008547502",3,0,"Female","Low","656b41bec018aca657ed8254",3,3,"Male","Low","616da8d2898bf561b8c61a05",4,7,"Male","Low","64776e3beba1085215214ec0",3,3,"Female","Low","63ecff07b619306f41db42fa",3,5,"Male","Low","65363308b033b495d3a43c2e",8,7,"Female","Low"
"24","R_1PUJDfsjerqEOIT","5e929bd3080e070d20e394b3","E",0,1,1,0,0,0,0,0,0,0,236,26,"Male","White or Caucasian","Bachelor’s degree","6563003ce4f5a268a959df06",8,6,"Female","High","5c9567e99d4cac0011609746",5,7,"Male","High","63f794e7d8d24753edbbb136",2,7,"Female","Low","6560efc6901d6dcf98fe9c71",4,6,"Male","Low","5f485c765324cf1ed7d564cd",2,4,"Female","Low","64a281f78c5be10f0f28e3ac",5,6,"Male","Low","63a49d5bb18f18863fe82dae",2,0,"Female","High","654cf6acd3de98547781695c",6,4,"Male","Low","656330bce859fe9d4d59f7cd",2,0,"Male","High","5c3c4726e8da5300012422c1",6,6,"Female","Low"
"25","R_1NwsyqLbFapoPmm","5c6ef14c2cd3cb0001fadd0e","E",0,0,0,0,0,0,1,1,0,1,139,38,"Female","White or Caucasian","Bachelor’s degree","609449f609ad18c98dba5787",2,5,"Female","Low","63368a7379eb43fa2105d971",6,4,"Male","High","6562565a6752019f98cf5c76",3,4,"Female","Low","5e3adfc595ff562fbdd130fa",2,2,"Male","Low","5dcf4136cf8e7e086ea019e4",4,4,"Female","High","5f63d462fb4c4713b69d4bb7",2,5,"Male","Low","654c7305aba05b86538b72be",5,5,"Male","Low","65649e26fc062fd174f780eb",5,5,"Female","High","62961bfdbe5f238d3225db72",2,2,"Female","Low","5f0c98239c6dab0fadfee6de",5,4,"Male","High"
"26","R_0ulEtEHT9d0dhXX","65601a06096ae7651d08a6f1","None",1,1,0,1,0,0,1,1,1,0,163,27,"Female","Black or African American","Bachelor’s degree","647e0f22b1d466181ae694c4",5,7,"Female","Low","63235c5bf70d8e4f79b205cd",10,10,"Male","High","61509f6eb3a929e50f33ede1",3,5,"Male","High","5ee5e3b02eebe932ee9559c5",6,8,"Male","High","62fba37f3560a85b4eb94aac",1,2,"Male","Low","5d93aeb1cec22300195493fc",0,2,"Female","High","5d74001d391b6600175f433b",5,8,"Female","Low","616da8d2898bf561b8c61a05",4,7,"Male","Low","6330f30b973410dadd20eb64",8,10,"Female","High","656e09b763f76df09ba6f8d8",5,5,"Female","Low"
"27","R_1DwJoXbbEW7oyCk","5fa1cbe10caca43441fa82b4","None",1,0,0,1,0,0,0,0,0,0,189,33,"Male","White or Caucasian","High school diploma or GED","62a15df1dd6fa394ea04f063",7,8,"Male","Low","623a18947a1aec6e46030be1",3,3,"Male","High","640e2d45fd23f3fafe92d6d4",6,6,"Male","High","606a27ecc448bcda408cee13",9,8,"Female","Low","5e1fc8d45427912f6143b012",5,4,"Female","High","6411493f08fd400dc0d5eacc",4,0,"Male","High","5e42f74f5b772a18434cabf7",0,0,"Female","Low","5c3c4726e8da5300012422c1",6,6,"Female","Low","5d701566b1a79d00165c65ae",4,3,"Female","High","5f202731ebb8a92abf3b7268",3,4,"Male","Low"
"28","R_sBSFd7mmB99IS5z","60fd60e7587e4f2e860338b4","E",0,0,1,0,0,0,0,0,0,0,70,24,"Female","White or Caucasian","Bachelor’s degree","628f700669d5f6e4e33c8d8e",3,3,"Male","Low","612039d9400fae9545b3c5a8",5,5,"Male","High","649609322cee8b311a1c3f0f",7,6,"Male","Low","63b82398bbe6a599972413ad",4,6,"Female","Low","5f456942485340144549178e",4,3,"Female","High","6297b5dba0b83527c9907832",2,4,"Male","High","5c58fdd6fa9e940001080c18",4,3,"Female","High","651c4484ba17050f6b716614",2,3,"Male","High","5e1fc8d45427912f6143b012",5,4,"Female","High","6529923d4225b2dddfa8f4ea",4,5,"Female","High"
"29","R_d09ZubTQJNBf0mR","65007a0f1351b46827eb74bf","E",1,0,0,0,1,0,1,0,0,1,106,38,"Male","Other","Bachelor’s degree","63175d865ac96b0149de8ad6",5,8,"Male","High","59baa339ab8d830001fe56f5",2,4,"Male","Low","59baa339ab8d830001fe56f5",2,4,"Male","Low","653555db179dc4e859ef43fb",3,4,"Female","Low","652d7b1e3b3bbcbeecac8e1b",5,7,"Female","High","5b15d20c444cef0001cb1153",3,3,"Male","High","632b947efa9da6a9bde31f94",8,7,"Male","High","646792a49a85f35e7a7f5169",1,4,"Female","High","5de7d10810088f749c347bb6",3,3,"Female","High","60fdf01326f76cc0c5be3d2f",10,8,"Female","High"
"30","R_7VTas0pjJWGRjfr","5ef0fb1446d50e6bd601c322","E",0,1,1,0,0,0,0,0,0,0,48,23,"Female","White or Caucasian","Bachelor’s degree","65086c7f03eb48d5537d2e17",3,6,"Female","Low","604eb32b7405f25e90f5acce",8,9,"Male","High","65411a1f6893f5f140066412",5,9,"Female","Low","656330bce859fe9d4d59f7cd",2,0,"Male","High","64401360c45f52531fde4aa6",4,6,"Male","High","6402682f1a17d6c87f4f3a89",4,4,"Male","High","654e801d14df9acd084196c2",6,6,"Female","High","5bf349126f97050001e6a6e6",2,0,"Female","Low","63ea4471a837335f74ef0f68",6,6,"Male","High","656624b0ff00776d2d29d4b5",3,4,"Female","Low"
"31","R_2tEF1XD6GDTX01N","5f53fbbab9922d75c72061d8","None",0,0,0,1,1,0,0,1,1,0,130,42,"Male","White or Caucasian","Some high school or less","5e06ecd524f9390991997bb7",3,3,"Female","High","65628f277bcd810f66b36764",4,3,"Female","High","652c3670904dda2e0f2f5800",5,3,"Male","High","6542a02ba1eaef6a2d4f05c9",8,8,"Male","High","62c2f70f10a2a5cf48c9ab2f",7,7,"Male","High","64509bfcd8d8b7e61f801e95",3,1,"Female","Low","5c1980c24a03080001139d5a",2,1,"Male","Low","6466a87b80cdf3d7f07c1e96",7,8,"Female","High","5eb5f6d5e38e9f4e6c8dde3f",2,7,"Female","Low","65620162ac816ef126ac0ecb",6,3,"Male","High"
"32","R_1CrzewOz64KQbU1","644012ec492a135783236412","E",0,0,0,0,0,0,0,1,1,0,139,46,"Male","White or Caucasian","Some college, but no degree","5dcf4136cf8e7e086ea019e4",4,4,"Female","High","63368a7379eb43fa2105d971",6,4,"Male","High","6562565a6752019f98cf5c76",3,4,"Female","Low","65649e26fc062fd174f780eb",5,5,"Female","High","654c7305aba05b86538b72be",5,5,"Male","Low","62961bfdbe5f238d3225db72",2,2,"Female","Low","5e3adfc595ff562fbdd130fa",2,2,"Male","Low","5f63d462fb4c4713b69d4bb7",2,5,"Male","Low","609449f609ad18c98dba5787",2,5,"Female","Low","5f0c98239c6dab0fadfee6de",5,4,"Male","High"
"33","R_e3Qb7XjCXWvIAoh","60e9fd8a2f52070be49cf317","None",1,0,0,0,0,0,0,0,1,1,98,24,"Male","White or Caucasian","Bachelor’s degree","646d3710dea5554a4b83d2a2",10,7,"Male","High","654b9e50dc38506c10831a0b",7,6,"Male","High","609449f609ad18c98dba5787",2,5,"Female","Low","65329f9f32a6d18b78fea874",6,5,"Male","Low","6550db1f1f5362bee121a572",6,5,"Male","Low","655e0bb280cc9051e9e53b34",7,5,"Female","High","5ee1be444c9d75206ce5aa92",5,5,"Male","Low","636148a83d7a7c349bb08436",1,5,"Female","Low","5d83c1e911cb3a0001570ea4",5,6,"Female","High","655b6d4f57ae1636c0b4f647",8,7,"Female","High"
"34","R_2pXJyNb4RkpIleM","5af493961b55800001f494c6","None",1,0,0,1,0,1,0,1,1,1,186,40,"Male","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","65218b754dddc1ca107dd9c2",4,6,"Female","High","656766dc27c035c9ac54f90d",3,3,"Female","High","5eceed79840590300f53fa51",5,1,"Male","High","63cac85f8519383ef0422593",5,6,"Male","Low","64b3ebc9ad6778799f835dcb",3,1,"Female","High","63614899ad49a91f1ef09067",9,7,"Male","Low","65465016367e03dfea318b6a",4,3,"Male","High","5eb5f6d5e38e9f4e6c8dde3f",2,7,"Female","Low","654e434ae05e35d574cecf05",5,6,"Female","High","613c03f2b2bf929a716abfa4",5,6,"Male","High"
"35","R_0exHLBnlIXfxwJj","5da812b2e627d7001017ae7d","E",0,0,0,0,1,0,0,1,1,1,79,25,"Male","Asian","Some college, but no degree","656e0d693b15a086ffcd4148",3,3,"Female","Low","5d42486206811e001ada5b4b",4,3,"Male","High","65623a563d9d8a788f63db01",1,3,"Female","Low","6287d1278f5285de4c237d50",3,4,"Male","Low","5eae0bd65d29984c458e6b50",2,6,"Female","Low","6562565a6752019f98cf5c76",3,4,"Female","Low","63d6f2705562fd353b7948dc",3,3,"Male","Low","63d15e1be853005ff591b935",5,6,"Male","High","6478e9af7d038af16d294843",5,4,"Female","High","5dbaded2af6b8e0e8c3632ed",4,4,"Male","High"
"36","R_114w6Sn1vkqpLDz","55dc915b50a1f7001190ddb4","None",1,0,0,0,0,0,0,1,0,0,239,42,"Male","White or Caucasian","Bachelor’s degree","60bd4bfc88b646e72d772977",6,9,"Female","Low","61131eef1a6c06f4f18c8f5e",1,4,"Female","Low","654a9be87e185971ccfbe5df",1,2,"Female","High","5fd67cce91f9895969c0edee",4,2,"Male","Low","6525a87886c97615b6991402",4,4,"Male","High","637058f9e7a26c452d1cc49a",4,4,"Female","High","645179915e31c1aeb3dc8129",4,2,"Male","High","645d0cb1881552d9f9e509dc",7,9,"Male","High","5c0dbb9b9166290001253342",6,4,"Male","High","652fef7dd80b934fb2a0e4d6",1,2,"Female","High"
