"","GiverID","Condition","1_advice","2_advice","3_advice","4_advice","5_advice","6_advice","7_advice","8_advice","9_advice","10_advice","age","GiverGender","ethnicity","education","0.PROLIFIC_PID","0.Score","0.Guess","1.PROLIFIC_PID","1.Score","1.Guess","2.PROLIFIC_PID","2.Score","2.Guess","3.PROLIFIC_PID","3.Score","3.Guess","4.PROLIFIC_PID","4.Score","4.Guess","5.PROLIFIC_PID","5.Score","5.Guess","6.PROLIFIC_PID","6.Score","6.Guess","7.PROLIFIC_PID","7.Score","7.Guess","8.PROLIFIC_PID","8.Score","8.Guess","9.PROLIFIC_PID","9.Score","9.Guess","ExpShow"
"11","5ca51f05a15cb1001609491f","None",1,0,1,0,1,0,0,1,0,0,"38","Female","Other","High school diploma or GED","663ce5f8f9091ddf6fdcb68c","7","High Performer Group","663a5c6e39dfa69f53adf8af","5","High Performer Group","63d1462855a43c2aa551bda2","8","Low Performer Group","65f90cafdbdb392902db1918","3","High Performer Group","6596bd0080a6c5fb83b93520","7","High Performer Group","5ceef17d410beb0001e40023","4","Low Performer Group","5accd8d399835c00015e9cf4","6","Low Performer Group","61030f5dbce8843411a01c3d","8","Low Performer Group","60f942bbd779c8d0f7cc3a99","5","High Performer Group","5ed59b175d4222135fddf229","6","Low Performer Group",0
"12","5fc2dd55ef90dd21f01a7d02","E",0,0,1,1,0,0,0,0,0,0,"35","Female","White or Caucasian","Bachelor’s degree","5aa9153235237b00011322e9","4","High Performer Group","63d43839677cd9a315302808","4","Low Performer Group","64163b7fba78217f4b18b12f","6","Low Performer Group","5a1db2220fff620001a6e209","7","High Performer Group","65c1a6c5977b643d51d32eac","4","High Performer Group","5bf0b1ecaf38d100016bd609","5","Low Performer Group","637e92d12d4fe28339910c84","4","High Performer Group","5ceef17d410beb0001e40023","4","Low Performer Group","6605f575db29f06270dcdd68","4","High Performer Group","66463a720c519d1fe8124afb","3","Low Performer Group",1
"13","5f600e7344526d10271dc7a6","E",0,1,1,1,1,1,1,0,0,0,"36","Male","White or Caucasian","High school diploma or GED","664413c651a3f2f809ab2491","4","Low Performer Group","63ed3c71811f2a4a5e54bd75","6","Low Performer Group","5e88fe6f9fb1af0009d1294a","5","Low Performer Group","65958afd5a45f68375c3ec15","5","High Performer Group","5b257a0fbee7c80001f4a0c1","5","Low Performer Group","657db19ca4e2e63c2eb7296f","5","Low Performer Group","663ce5f8f9091ddf6fdcb68c","7","High Performer Group","5ceef17d410beb0001e40023","4","Low Performer Group","663a4e1681e0f2cf8c910eb0","3","High Performer Group","6563879d3bc246c47feefc26","4","Low Performer Group",1
"14","6646bbaf47984dde691e8c76","None",0,0,0,0,0,0,1,0,1,0,"32","Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","60cbb3a438a8a5ef8d42ee21","4","Low Performer Group","6646048266d840868ce9810f","5","Low Performer Group","5b257a0fbee7c80001f4a0c1","5","Low Performer Group","663196c1ffc03b67904d0401","4","High Performer Group","664374cc8a801ccc6c371881","4","High Performer Group","63bc83e58f58b8076e7fad9b","2","High Performer Group","6644c703d8e32fd739ab1622","7","Low Performer Group","604db6324496c57afe822770","5","Low Performer Group","6627e1b9434a2e718ed099c2","6","Low Performer Group","5aa9153235237b00011322e9","4","High Performer Group",0
"15","53a690f1fdf99b606761aacb","None",0,0,0,0,0,0,0,0,0,0,"33","Male","Asian","Bachelor’s degree","63c3c2a5f0e42f44a0d68d27","2","High Performer Group","643f385f50c7a5996c445a37","7","High Performer Group","6644c703d8e32fd739ab1622","7","Low Performer Group","5cfe0c0b09897800014ff31b","7","High Performer Group","62c55056993f53f1e8cf8e30","7","High Performer Group","5b257a0fbee7c80001f4a0c1","5","Low Performer Group","647b906892173516daadcced","4","High Performer Group","6563879d3bc246c47feefc26","4","Low Performer Group","5bac1d9dc1155b0001175e55","6","High Performer Group","60cefee15b44bd17785295f1","3","High Performer Group",0
"16","663a8ff286b9b65cde8f46f3","None",0,0,1,0,0,1,0,0,0,0,"27","Female","Black or African American","Bachelor’s degree","637e92d12d4fe28339910c84","4","High Performer Group","663a4e1681e0f2cf8c910eb0","3","High Performer Group","653ac482f1c82326343e55f8","8","Low Performer Group","65cbbb3a8fd2351d0029f2b3","6","High Performer Group","5fc035f6c039c1402117124b","4","Low Performer Group","65d5106c519964c4e8fe85dc","8","Low Performer Group","5b257a0fbee7c80001f4a0c1","5","Low Performer Group","66462d867fe1025286613561","4","High Performer Group","616c1cc2510fe9022f6577f8","6","Low Performer Group","5e9f138c34d3e40326507588","3","High Performer Group",0
"17","5dd299a27f1bbf2a83554ecf","E",1,0,0,0,1,1,1,1,1,1,"46","Female","Asian","Bachelor’s degree","663ce5f8f9091ddf6fdcb68c","7","High Performer Group","663b1d689aa0798a42c49d90","4","Low Performer Group","6604567de774a31fa7fcd288","3","Low Performer Group","5fc035f6c039c1402117124b","4","Low Performer Group","63279085ec65a992cc521187","5","High Performer Group","5f032457e2b9844beff1a2ec","6","High Performer Group","63cbfaf6ab54f6b8d8a054d7","6","Low Performer Group","6622ac5eeb96ef36c7123167","7","High Performer Group","5f4fef64fd3fc113300fbb44","5","Low Performer Group","657a3e928a5bd029366a6692","5","High Performer Group",1
"18","60e744cb828b0b3d21466737","E",0,0,0,0,0,0,0,0,0,1,"40","Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","66463a30baea3318abca0425","3","Low Performer Group","5d2df867d7cc160019673031","3","Low Performer Group","5b257a0fbee7c80001f4a0c1","5","Low Performer Group","64860c8cfd693e6467ad6d15","4","High Performer Group","648a18701640913de29ef479","3","High Performer Group","5f4fef64fd3fc113300fbb44","5","Low Performer Group","6148c0a6e2353cbbac1cd506","5","Low Performer Group","642e10f11d857b6e6bf20522","4","Low Performer Group","627bbdcbf1475a64687a8cec","4","High Performer Group","636166e1694fe8d9ed77dd68","9","High Performer Group",1
"19","663118ba40958853ca5e00c1","E",0,0,0,0,0,1,0,0,0,0,"41","Female","White or Caucasian","Bachelor’s degree","65d587bdbb77499449d5e178","4","High Performer Group","5e9f138c34d3e40326507588","3","High Performer Group","65bd6e6d58e4443614dae27b","5","Low Performer Group","614aa4f77490094923069e75","5","High Performer Group","63279085ec65a992cc521187","5","High Performer Group","65cbb49693940ca0627dbc8d","7","Low Performer Group","663a4e1681e0f2cf8c910eb0","3","High Performer Group","64163b7fba78217f4b18b12f","6","Low Performer Group","6612bd96ca838588cd93d6c0","6","High Performer Group","5d0fc2558cf933001663c77b","4","High Performer Group",1
"20","6615b52cf705fbc56f5ebe2f","None",0,1,1,1,1,0,0,0,1,0,"64","Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","63d148b2255821a940922c1a","4","High Performer Group","663ce5f8f9091ddf6fdcb68c","7","High Performer Group","6577d6144d050ed948328da8","7","High Performer Group","60ba366b3792b3b40b6716bc","8","Low Performer Group","5c4724e19afd7b000196ec24","7","Low Performer Group","65d587bdbb77499449d5e178","4","High Performer Group","5aa9153235237b00011322e9","4","High Performer Group","60a2b9a6ad671cebb06f2b0d","6","Low Performer Group","653ac482f1c82326343e55f8","8","Low Performer Group","65e0bfb71c7004790598da5e","6","Low Performer Group",0
"21","664656476c6c90dfd2bbc96d","None",1,1,0,1,0,1,0,1,0,1,"33","Female","Black or African American","High school diploma or GED","63d1462855a43c2aa551bda2","8","Low Performer Group","6644f40c3117b782ed4ff39d","6","Low Performer Group","657db19ca4e2e63c2eb7296f","5","Low Performer Group","6623e6a65d7699a9a3f1f751","7","High Performer Group","6443e32d9b92b88d2fd504f1","2","High Performer Group","65cb7691255c006ed6ad4b3c","6","High Performer Group","6148c0a6e2353cbbac1cd506","5","Low Performer Group","66294db6d68dbd70fb31fb3c","7","High Performer Group","663a5c6e39dfa69f53adf8af","5","High Performer Group","65cbbb3a8fd2351d0029f2b3","6","High Performer Group",0
"22","5e842b07004a541897d3e98b","E",0,1,0,1,0,0,0,1,1,1,"23","Female","Asian","Some college, but no degree","60cefee15b44bd17785295f1","3","High Performer Group","66304be4df26f954ad764f52","8","High Performer Group","5f4fef64fd3fc113300fbb44","5","Low Performer Group","5974561734b844000168d1e0","6","Low Performer Group","577f70d1454e5400015f1845","4","High Performer Group","5e88fe6f9fb1af0009d1294a","5","Low Performer Group","6434ca569e4ece2d6062bd6b","6","Low Performer Group","5ed59b175d4222135fddf229","6","Low Performer Group","5ef42ba59401801d9f859e2d","7","Low Performer Group","65c14be50ad597a9eb201591","7","Low Performer Group",1
"23","662a5d2a3e89bf05889ec55a","None",1,0,1,0,0,1,0,0,0,0,"44","Male","White or Caucasian","Some college, but no degree","6623e6a65d7699a9a3f1f751","7","High Performer Group","664595c663d73d4c31647e63","6","Low Performer Group","61496cada4d62f06804fa610","7","Low Performer Group","5b54b7622680970001a9a7c9","5","Low Performer Group","5f4fef64fd3fc113300fbb44","5","Low Performer Group","65d5106c519964c4e8fe85dc","8","Low Performer Group","63f8a056531af02b77961676","4","High Performer Group","5c237be889f035000173c96c","6","High Performer Group","616da8d2898bf561b8c61a05","6","High Performer Group","640266a614e4080b6cf0deac","1","Low Performer Group",0
"24","663e3dc82c7986c692d9709d","None",0,0,0,1,0,0,0,0,0,0,"35","Male","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","63d1819e544fa53e891614ec","6","Low Performer Group","6475d02dd3c77e5a73e63ad7","2","Low Performer Group","663196c1ffc03b67904d0401","4","High Performer Group","642b2d8a7b84306d49e2f4b0","7","High Performer Group","5c237be889f035000173c96c","6","High Performer Group","65cc4e01c9d34c613eea95cb","5","Low Performer Group","61026cadb23cf6dca7e0c12e","4","Low Performer Group","664374cc8a801ccc6c371881","4","High Performer Group","65c10d8000af1af81e3f42ec","5","High Performer Group","6290ddd05d614beb1ebce874","3","Low Performer Group",0
"25","6088df65082079cf2fdaa75a","E",0,0,0,1,0,1,1,0,0,0,"26","Male","Other","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5dc592c6aa431440aa755d5b","5","High Performer Group","5dc47ddd034b45342d3b2e3a","5","Low Performer Group","65c14be50ad597a9eb201591","7","Low Performer Group","65cba5290b9dca9291cd76ac","8","Low Performer Group","5e8dd293b7dd310583dd2b41","6","Low Performer Group","663ce5f8f9091ddf6fdcb68c","7","High Performer Group","653ac482f1c82326343e55f8","8","Low Performer Group","5ee561897247c02ad544c299","6","High Performer Group","607fe1df924739a885d805fb","3","Low Performer Group","65f90cafdbdb392902db1918","3","High Performer Group",1
"26","5b9530390f85f600015705bf","E",1,0,0,1,0,0,1,1,1,1,"33","Female","White or Caucasian","Bachelor’s degree","612c365b952c2a5244a9bee6","5","High Performer Group","5e88fe6f9fb1af0009d1294a","5","Low Performer Group","65cd1e5f0906cdfd7a2ecff9","4","Low Performer Group","65e0bfb71c7004790598da5e","6","Low Performer Group","664618e6f6c113081e97a049","5","Low Performer Group","636148deb71d7af6d219fd46","3","Low Performer Group","663e5722b761e95caebf5710","7","Low Performer Group","657a3e928a5bd029366a6692","5","High Performer Group","65cc4e01c9d34c613eea95cb","5","Low Performer Group","6612bd96ca838588cd93d6c0","6","High Performer Group",1
"27","5f6b87eaa0ac5f097fc2f902","None",0,0,0,0,1,1,1,1,0,1,"59","Female","White or Caucasian","Bachelor’s degree","5bb58e338f3bd70001e5df57","5","Low Performer Group","6476122c3edb0289e7d0efb2","2","Low Performer Group","6604567de774a31fa7fcd288","3","Low Performer Group","65f6bf258f857b1871325ef7","3","High Performer Group","63d1462855a43c2aa551bda2","8","Low Performer Group","65d5106c519964c4e8fe85dc","8","Low Performer Group","66304be4df26f954ad764f52","8","High Performer Group","5accd8d399835c00015e9cf4","6","Low Performer Group","63fe455ba7773f34f0382ecc","5","Low Performer Group","5cfe0c0b09897800014ff31b","7","High Performer Group",0
"28","66102810a75b88690a6a4316","E",0,0,0,0,0,1,1,0,1,0,"49","Male","Other","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","640266a614e4080b6cf0deac","1","Low Performer Group","663b3a1748613046cb47c778","1","High Performer Group","6290ddd05d614beb1ebce874","3","Low Performer Group","65c10df5506dc57432300ee0","6","High Performer Group","5e72ca5b264abb21732427cf","3","Low Performer Group","63d1462855a43c2aa551bda2","8","Low Performer Group","5deadb731aaabf212ed16016","7","Low Performer Group","663196c1ffc03b67904d0401","4","High Performer Group","65c14be50ad597a9eb201591","7","Low Performer Group","5dc592c6aa431440aa755d5b","5","High Performer Group",1
"29","663a9cf0f11171133b60eda5","E",1,0,1,0,0,0,1,0,0,1,"32","Male","White or Caucasian","Some college, but no degree","65c10df5506dc57432300ee0","6","High Performer Group","6290ddd05d614beb1ebce874","3","Low Performer Group","5bac1d9dc1155b0001175e55","6","High Performer Group","5a6b580de6cc4a0001b6a06b","3","Low Performer Group","5dc47ddd034b45342d3b2e3a","5","Low Performer Group","6563879d3bc246c47feefc26","4","Low Performer Group","5c4724e19afd7b000196ec24","7","Low Performer Group","636148deb71d7af6d219fd46","3","Low Performer Group","6604567de774a31fa7fcd288","3","Low Performer Group","65b00390ec6477cad19388eb","6","High Performer Group",1
"30","65c78db93f3fc3096e2a8788","E",0,0,0,0,0,1,1,1,1,0,"48","Male","Black or African American","Bachelor’s degree","66463a30baea3318abca0425","3","Low Performer Group","663a4e1681e0f2cf8c910eb0","3","High Performer Group","5e72ca5b264abb21732427cf","3","Low Performer Group","64860c8cfd693e6467ad6d15","4","High Performer Group","637e92d12d4fe28339910c84","4","High Performer Group","664122c85099a9d4e67b6376","5","Low Performer Group","657a3e928a5bd029366a6692","5","High Performer Group","66304be4df26f954ad764f52","8","High Performer Group","63fe455ba7773f34f0382ecc","5","Low Performer Group","640266a614e4080b6cf0deac","1","Low Performer Group",1
"31","66311d4b0fd064a82a3ac99c","None",0,0,0,0,0,0,0,0,0,0,"40","Female","Other","Bachelor’s degree","64860c8cfd693e6467ad6d15","4","High Performer Group","663b1d689aa0798a42c49d90","4","Low Performer Group","6644f40c3117b782ed4ff39d","6","Low Performer Group","60d3370ae32bc81e9f0c6279","4","High Performer Group","647bbb93aebd39c3a3c3a400","4","Low Performer Group","65c10df5506dc57432300ee0","6","High Performer Group","65d5106c519964c4e8fe85dc","8","Low Performer Group","6627e1b9434a2e718ed099c2","6","Low Performer Group","66304be4df26f954ad764f52","8","High Performer Group","60ba366b3792b3b40b6716bc","8","Low Performer Group",0
"32","65c110cf2ace1dacd58ce071","None",0,1,1,1,0,1,1,1,0,0,"30","Female","Black or African American","High school diploma or GED","6489f5f10dc480fe353ca487","3","High Performer Group","5dd31d3216d10c341d2d2c7e","7","Low Performer Group","645139701683d09535202a62","5","High Performer Group","66463a24b4d200d0f600ff67","5","Low Performer Group","6634054c2fb7255edc9506da","4","Low Performer Group","5dd6e8e3e426bd67d5b1c7e0","7","High Performer Group","65b00390ec6477cad19388eb","6","High Performer Group","5deadb731aaabf212ed16016","7","Low Performer Group","65cd1e5f0906cdfd7a2ecff9","4","Low Performer Group","647b906892173516daadcced","4","High Performer Group",0
"33","63d588deae210f070cd02269","E",1,0,0,1,0,0,0,0,1,0,"38","Female","White or Caucasian","Some college, but no degree","5cf03d69b094d700013e4d54","6","Low Performer Group","6638d5cffc98d5e437bd8d99","3","High Performer Group","6278856ed61afb01f6e4d0ac","5","Low Performer Group","6157b4423b44be8c20642f98","9","Low Performer Group","5bf0b1ecaf38d100016bd609","5","Low Performer Group","5aa9153235237b00011322e9","4","High Performer Group","5bb58e338f3bd70001e5df57","5","Low Performer Group","6319d10bcb4da9920a69e261","5","High Performer Group","5bac1d9dc1155b0001175e55","6","High Performer Group","584626b7e0ba710001a47438","4","High Performer Group",1
"34","6073765ad2cf968269c6775f","None",0,0,1,0,1,0,0,1,0,0,"27","Male","White or Caucasian","Bachelor’s degree","6278856ed61afb01f6e4d0ac","5","Low Performer Group","663742d4b6ecce6de34189ad","5","Low Performer Group","5dc592c6aa431440aa755d5b","5","High Performer Group","654bd5ea8932a978a8a05ad9","4","Low Performer Group","6341b868a41dcb8f252c509a","6","High Performer Group","6623e6a65d7699a9a3f1f751","7","High Performer Group","60fb26e75427cb8125f2e4a4","7","High Performer Group","57656f6c2bfddf000125cce5","6","Low Performer Group","6604567de774a31fa7fcd288","3","Low Performer Group","664374cc8a801ccc6c371881","4","High Performer Group",0
"35","63daedcb2a02e0a172907cec","None",1,1,1,0,0,1,0,1,1,1,"28","Female","Black or African American","Bachelor’s degree","65e0bfb71c7004790598da5e","6","Low Performer Group","5ec70d2d62e69c157fde4884","8","High Performer Group","5cf03d69b094d700013e4d54","6","Low Performer Group","6605f575db29f06270dcdd68","4","High Performer Group","614aa4f77490094923069e75","5","High Performer Group","663e5722b761e95caebf5710","7","Low Performer Group","65c1a6c5977b643d51d32eac","4","High Performer Group","643f385f50c7a5996c445a37","7","High Performer Group","5cfe0c0b09897800014ff31b","7","High Performer Group","5f4fef64fd3fc113300fbb44","5","Low Performer Group",0
"36","65ab01403ad8cbf00a1f5c82","E",0,0,0,0,0,1,1,0,0,0,"42","Female","Other","Associates or technical degree","5b257a0fbee7c80001f4a0c1","5","Low Performer Group","5bac1d9dc1155b0001175e55","6","High Performer Group","5c76714a6b5631000145764f","4","High Performer Group","66375415c3c10e7bb36351dc","0","Low Performer Group","63d148b2255821a940922c1a","4","High Performer Group","6644f40c3117b782ed4ff39d","6","Low Performer Group","642b2d8a7b84306d49e2f4b0","7","High Performer Group","6563879d3bc246c47feefc26","4","Low Performer Group","5d2df867d7cc160019673031","3","Low Performer Group","5d6f332829c25100188a4a27","2","Low Performer Group",1
"37","5b046fa4f5cda100015c9645","None",1,0,0,0,0,0,0,0,0,0,"23","Male","White or Caucasian","Some college, but no degree","60ba366b3792b3b40b6716bc","8","Low Performer Group","66045bbc41315e6d4151f0c4","7","Low Performer Group","5dd31d3216d10c341d2d2c7e","7","Low Performer Group","65c10d8000af1af81e3f42ec","5","High Performer Group","60cbb3a438a8a5ef8d42ee21","4","Low Performer Group","654bd5ea8932a978a8a05ad9","4","Low Performer Group","604db6324496c57afe822770","5","Low Performer Group","645139701683d09535202a62","5","High Performer Group","65cc4e01c9d34c613eea95cb","5","Low Performer Group","5e9f138c34d3e40326507588","3","High Performer Group",0
"38","66464711c6986686ce7a99ec","E",0,1,0,0,1,0,0,0,0,0,"33","Female","White or Caucasian","Some college, but no degree","5d2df867d7cc160019673031","3","Low Performer Group","604196269c9962199e6dd85c","8","Low Performer Group","663a5c6e39dfa69f53adf8af","5","High Performer Group","654bd5ea8932a978a8a05ad9","4","Low Performer Group","642b2d8a7b84306d49e2f4b0","7","High Performer Group","6563879d3bc246c47feefc26","4","Low Performer Group","6489f5f10dc480fe353ca487","3","High Performer Group","6476122c3edb0289e7d0efb2","2","Low Performer Group","604db6324496c57afe822770","5","Low Performer Group","6290ddd05d614beb1ebce874","3","Low Performer Group",1
"39","652965887d8a23695bc19e1e","E",1,0,0,1,0,0,0,1,0,0,"24","Female","Other","Bachelor’s degree","636166e1694fe8d9ed77dd68","9","High Performer Group","664122c85099a9d4e67b6376","5","Low Performer Group","64860c8cfd693e6467ad6d15","4","High Performer Group","5b5c3b266b25590001778ea1","7","Low Performer Group","5974561734b844000168d1e0","6","Low Performer Group","5dc47ddd034b45342d3b2e3a","5","Low Performer Group","5c330cefca23620001b262b1","3","Low Performer Group","6644c703d8e32fd739ab1622","7","Low Performer Group","650dc4baafc4dc1243a13f13","4","High Performer Group","6622ac5eeb96ef36c7123167","7","High Performer Group",1
"40","63654cdedbe6471bd17d9850","None",0,1,1,1,1,1,0,1,1,0,"34","Male","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","65d137ebe3f907e4ffc01d49","5","Low Performer Group","65c10df5506dc57432300ee0","6","High Performer Group","6549361190dc221dcf738b39","6","High Performer Group","60fd7cca95936026b622beee","6","High Performer Group","63ed3c71811f2a4a5e54bd75","6","Low Performer Group","60a2b9a6ad671cebb06f2b0d","6","Low Performer Group","640266a614e4080b6cf0deac","1","Low Performer Group","6644c703d8e32fd739ab1622","7","Low Performer Group","63d1462855a43c2aa551bda2","8","Low Performer Group","608a0175caaa968e48ae4b6d","5","Low Performer Group",0
