"","ProlificID","ResponseId","Condition","QID10","QID11","QID12","QID13","QID14","QID15","QID16","QID17","QID18","QID19","Guess","Gender","Age","Ethnicity","Education","count"
"35","6130948c797e3ff6838513f3","R_1Hq8aFnGjIgKql6","High","54 feet","x = -2","x15","13","2.06","14","12","63°","-3","4x2 + 32x + 48",2,"Female",32,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",6
"36","5c264cc409440500015b5c76","R_2f9HvWaTMtGe2KV","High","113 feet","x - 2 = y","x15","11","2.06","-34","6","63°",NA,NA,6,"Female",50,"White or Caucasian","Bachelor’s degree",6
"37","656cdaba68b29fde6f423183","R_Ua5ThGGpdKRDHQB","Low","108 feet","x = -2y","x8","13","5.05","-34","8","63°",NA,NA,1,"Female",47,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3
"38","6328ddce9adceb215c2334ee","R_1KfmYJ6os25Y1Eu","Low","54 feet","x = -2y","x25","13","2.060154","-22","6","63°","-3","4x2 + 16x + 48",1,"Male",30,"Black or African American","Some college, but no degree",3
"39","5eddb464a77718acaaa72ab5","R_3e3V5GjBdN4nKwn","Low","36 feet","x = -2","x15","13","5.05","-34","6","63°","-3","4x2 + 32x + 48",2,"Female",32,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",7
"40","63175d865ac96b0149de8ad6","R_A7pyA9WOlBTFPot","High","113 feet","x = -2","x15","13","2.06","-34","6","63°",NA,NA,5,"Male",32,"Asian","Bachelor’s degree",8
"41","654dc7f860fd9cb92c583248","R_1dK0YILhh6yJMnF","High","108 feet","x - 2 = y","x15","11","5.05","-34","6",NA,NA,NA,6,"Female",62,"Black or African American","Bachelor’s degree",3
"42","653a9c57c974283419bba454","R_DiWhRuLv0X39jxL","Low","113 feet","x = -2","x8","13","2.06","-34",NA,NA,NA,NA,7,"Male",62,"Black or African American","Bachelor’s degree",5
"43","63b63938dbf229f3eb46d4a4","R_33eZIH4cPCsjCSK","Low","113 feet","x - 2 = y","x15","13","2.060154","-34","6","63°","-6","4x2 + 32x + 48",7,"Male",50,"White or Caucasian","Bachelor’s degree",7
"44","581291fd072c230001933d38","R_1jZgcbHIT08784I","High","36 feet","x - 2 = y","x15","11","2.06","-34","6","63°","3","4x2 + 16x + 16",3,"Female",25,"White or Caucasian","Associates or technical degree",6
"45","5c1053202b16ba0001c86317","R_3Ms1ymumd4L2B8f","High","36 feet","x = -2","x15","13","2.06","-34","6","63°","-6","4x2 + 32x + 48",4,"Male",38,"Black or African American","Bachelor’s degree",8
"46","6523fd484d1a5101f5a14ed9","R_2VxUhydQKvgU9Lf","High","113 feet","x - 2 = y","x15","13","2.06",NA,NA,NA,NA,NA,3,"Male",66,"White or Caucasian","Associates or technical degree",4
"47","63ea54cae81a2baf10a14930","R_2XncCKbu1sq0Eah","High","36 feet","x = -2","2x5","15","2.06","-22","12","180°","-3","4x2 + 16x + 16",2,"Female",28,"White or Caucasian","Some college, but no degree",2
"48","653555db179dc4e859ef43fb","R_3L2dobv8DsW9EpL","Low","36 feet","x = -2y","x15","13","5.05","-22","12","63°","3","4x2 + 16x + 48",3,"Female",38,"White or Caucasian","High school diploma or GED",4
"49","655e418cd0a6130a864d7d56","R_O3VNIbchflepOx3","Low","108 feet","x = -2","x15","13","2.06","-34","6","63°","3","4x2 + 32x + 48",7,"Male",25,"Asian","Bachelor’s degree",9
"50","655f91264d8805f0077f8252","R_3Krx8zuREKt8TfH","Low","113 feet","x - 2 = y","x15","13","2.06","-34","12","63°","-6","4x2 + 32x + 48",4,"Female",32,"Asian","Bachelor’s degree",7
"51","65632f635e9a86ae42bf51eb","R_2QgIsBL7CKc9L5C","High","36 feet","x = -2y","x15","13","5.05","-34",NA,"63°","-6","4x2 + 16x + 16",1,"Female",45,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4
"52","579d7407dcff7d0001c7cc41","R_1LNmUhAXESyrdDX","High","54 feet","x - 2 = y","x15","11","2.06","14","6","63°","-6","4x2 + 16x + 16",1,"Female",29,"White or Caucasian","High school diploma or GED",4
"53","6569e9a278a24d3828aff150","R_2yq4xROoGqRohQR","Low","113 feet","x = -2","x8","13","2.06","14","6","117°","6","2x2 + 7x + 24",4,"Male",23,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5
"54","5b15d20c444cef0001cb1153","R_1esqewnDcRfLJ2e","High","36 feet","x = -2y","x15","13","5.05","-22","12","180°","3","4x2 + 16x + 16",3,"Male",38,"Other","Bachelor’s degree",3
"55","5a6d3a19e6cc4a0001b6c47a","R_2UarfZgQEACtHaj","High","54 feet","x = -2","x8","11","2.06","42","12","63°","3","4x2 + 16x + 48",5,"Male",55,"White or Caucasian","Some college, but no degree",4
"56","656dbcf67e4c72430888d926","R_3qKlaw0qQtexXyt","Low","113 feet","x = -2y","x15","13","2.06","-34","6","117°","3","4x2 + 32x + 48",4,"Male",66,"Black or African American","Bachelor’s degree",8
"57","654057a9a3cec121cea7c99b","R_shDYKCGwHMUbdGV","High","54 feet","x = -2y","x15","11",NA,NA,"6","180°","-6","4x2 + 16x + 16",4,"Female",68,"Black or African American","Bachelor’s degree",2
"58","583d5dd49c5f2a0001b85f40","R_3rSwHCjryE8Uyfo","Low","113 feet","x = -2y","x8","11","5.05","-34","6","63°",NA,"4x2 + 32x + 48",3,"Female",27,"Asian","Bachelor’s degree",5
"59","65546aa7c0658d91981170f1","R_2Qnv0bADDdDSBsk","High","113 feet","y = -2","2x5","13","2.06","-22","6","297°","3","4x2 + 16x + 48",5,"Female",67,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5
"60","5fb84d9d8a35c11bd4896a47","R_22VUA8zZgF9cwaH","High","54 feet","x - 2 = y","x8","13","2.06","14","6","63°","-3","4x2 + 16x + 48",2,"Female",23,"White or Caucasian","Associates or technical degree",4
"61","63a4af8f8b8722876fa88952","R_sZrbnRsKAGh8HKx","Low","36 feet","x = -2y","x15","13","5.05","-34","12","63°","-3","4x2 + 16x + 48",3,"Male",62,"White or Caucasian","Some college, but no degree",4
"62","640266a614e4080b6cf0deac","R_3VHg6siT3dOf1hn","Low","113 feet","x = -2y","2x5","13","2.07","14",NA,NA,NA,NA,3,"Male",27,"Black or African American","Bachelor’s degree",2
"63","655f914a12d38751dfa90257","R_wRxlhdIYU72zWil","High","113 feet","x = -2y","2x5","13","2.06","-34","6","117°","3",NA,6,"Female",27,"Asian","Bachelor’s degree",6
"64","5f63d462fb4c4713b69d4bb7","R_eM2KZr7pCtIefPX","Low","113 feet","x - 2 = y","2x5","13","2.06","-22","6","117°","6","4x2 + 32x + 48",2,"Male",26,"White or Caucasian","High school diploma or GED",5
"65","6159d4026fd4e22c9f1179c1","R_29m4zyXuC1bJIDn","Low","36 feet","x - 2 = y","x15","11","2.060154","14","12","63°","-3","4x2 + 32x + 48",2,"Female",43,"White or Caucasian","Bachelor’s degree",3
"66","5fbafd1b299177bdcc7aa4ac","R_3P6Ps8PHhbwApAx","High","36 feet","x = -2","x15","13","2.06","-34","6","63°","-6","4x2 + 16x + 48",6,"Female",30,"White or Caucasian","Some college, but no degree",7
"67","6431cb72bc4aed9f79967c7d","R_sjwHpw7yqSNyhep","High","36 feet","x = -2","x15","13","2.07","-22","10","63°","-3","4x2 + 16x + 48",3,"Female",50,"White or Caucasian","Some college, but no degree",4
"68","646619d0918746fb726da63e","R_2XcyDq0QGKBsnA0","High","36 feet","x = -2y","x8","13","2.07","14","8","63°","3","4x2 + 32x + 48",4,"Female",61,"White or Caucasian","Bachelor’s degree",4
"69","5ef9e7a8e1d3567a48fa1154","R_3prs2w8GWY1ENp5","Low","108 feet","x = -2","x15","13","2.06","-34","6","63°",NA,NA,6,"Male",22,"Asian","Bachelor’s degree",7
"70","5fa07feab55a2a0cb4811aec","R_278PSaW9vgKYKl4","Low","36 feet","y = -2","x15","13","5.05","-34","6","63°","-3","4x2 + 16x + 16",3,"Female",35,"White or Caucasian","Some college, but no degree",5
"71","654d632fa8bf1b41207f4416","R_3LXrWPklXek3t4n","High","113 feet","x = -2","x15","9","2.06","-22","6","117°","-3","4x2 + 16x + 16",5,"Male",35,"Black or African American","Bachelor’s degree",5
"72","5b26da1934ffd00001b45d8d","R_1FCxY1VExtSBg6r","Low","36 feet","x = -2","x15","11","2.06","-34","12","117°",NA,NA,3,"Male",39,"White or Caucasian","Bachelor’s degree",4
"73","655ca373c2a312979a9450fd","R_3gF6jvDkVM1oafD","High","113 feet","x - 2 = y","x8","13","5.05","14","6","180°","-3","4x2 + 16x + 16",5,"Male",70,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3
"74","6539514fcb2a4063647c10c8","R_3EyDTv1G4Epic1f","Low","113 feet","x = -2","x15","13","5.05","-34","6","63°","3","4x2 + 32x + 48",6,"Female",23,"Asian","Bachelor’s degree",9
"75","643edc41faeb4233074d9fce","R_3oyGNlVGBnpzBvI","High","36 feet","y = -2","x25","13","5.05","42","12","297°","-6","4x2 + 16x + 48",2,"Female",55,"Black or African American","Some college, but no degree",1
"76","655f8f9f0e4ff12b601465e7","R_3knSFFzUquDoRon","Low","108 feet","x = -2","x15","11","5.05","-34","12","63°","3","4x2 + 32x + 48",3,"Female",34,"Asian","Bachelor’s degree",6
"77","6409c99005586d3591dffca9","R_3pgslOWf5JXHORB","High","113 feet",NA,"x15","13",NA,"-34","6",NA,NA,NA,4,"Male",57,"White or Caucasian","Bachelor’s degree",5
"78","5b6482e9f5bc0a00019fd571","R_3mfLiDTZnxkncKu","Low","113 feet","x - 2 = y","x15","13","2.06","-34","6","63°","3","4x2 + 32x + 48",7,"Male",43,"White or Caucasian","Bachelor’s degree",9
"79","60fe3a34f7f4d5e48ad56af2","R_2f35uK4hxLNZuau","Low","36 feet","y = -2","x15","11","5.05","42","12","180°","-6","4x2 + 16x + 16",1,"Female",37,"Other","High school diploma or GED",1
"80","6109b95a3954ea5afdd7add9","R_2V1IX7XjlSyOVTY","High","113 feet","x = -2","x15","13","2.06","-34","6","63°",NA,"4x2 + 32x + 48",7,"Female",34,"White or Caucasian","Bachelor’s degree",9
"81","5d1d3f10d5669200017b4e46","R_2Cxq6cX3wTdVRLj","High","113 feet","x = -2","x8","13",NA,NA,NA,NA,NA,NA,4,"Female",41,"White or Caucasian","Bachelor’s degree",3
"82","60d50ceb7c563c73f91d9ec5","R_3g5VbFhjMrAx4rE","High","36 feet","x = -2y","x15","13","2.060154","42","6","63°","-6","4x2 + 16x + 48",4,"Female",36,"White or Caucasian","Some college, but no degree",4
"83","6266a95d927943d0147dc188","R_zUwfpR3O51ngM6Z","High","36 feet","x = -2","x25","15","5.05","42","6","63°","6","4x2 + 16x + 48",3,"Male",57,"White or Caucasian","Bachelor’s degree",3
"84","5f80bc44efa2c013099af460","R_vuzAqrNnafKFPVL","Low","113 feet","x = -2","x15","13","2.060154","-34","6","63°","3","4x2 + 32x + 48",7,"Male",33,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",9
"85","5fefefa4c9707d3516361c9c","R_3hGCPCL3RzviK4K","Low","36 feet","x = -2y","x15","9","5.05","-34","12","63°","6","4x2 + 16x + 48",6,"Female",57,"White or Caucasian","High school diploma or GED",3
"86","63ea4471a837335f74ef0f68","R_31HQNUrahGUu116","High","113 feet","x - 2 = y","x15","13","5.05","-34","6","117°","3",NA,6,"Male",25,"Black or African American","Bachelor’s degree",6
"87","63e40cde6487028afe7bec5d","R_D8kaiPg11cpO20V","Low","54 feet","x = -2y","x25","9","2.07","-22","12","63°","-6","4x2 + 32x + 48",3,"Male",33,"Other","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"88","5e64ef1a247a9d2561f47509","R_2BmqJ4eoYk74smz","Low","113 feet","x - 2 = y","x8","13",NA,NA,"10",NA,NA,NA,5,"Male",34,"White or Caucasian","Bachelor’s degree",2
"89","5bb10d4288f88d0001f3d151","R_12aJQOU51BHvWIl","High","36 feet","x = -2y","x15","11","2.06","-34","12","63°","-6","4x2 + 32x + 48",0,"Female",60,"White or Caucasian","Some college, but no degree",5
"90","5fab34d5e971f1617667232e","R_1P75MG5BE1jCXg7","Low","113 feet","x = -2y","x15","13","2.07","-22","12","117°","3","4x2 + 32x + 48",2,"Female",41,"White or Caucasian","High school diploma or GED",5
"91","5da25f04c8c2de00139ed46b","R_6MCi5YEv3QjUaxH","Low","36 feet","x = -2y","x15","15","5.05","42","12","117°","3","4x2 + 16x + 48",3,"Female",42,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"92","6535874da4c41c6b75cd8645","R_71H8hadk68Ssihr","Low","36 feet","x = -2y","x15","13","2.06","-34","6","63°","3","4x2 + 32x + 48",5,"Female",18,"Other","Some college, but no degree",8
"93","656c8a2eba4ac7120453cdaa","R_3iyt2AkUWL3ZAvF","High","113 feet","x - 2 = y","x15","13","2.06","-34","6","117°","3","4x2 + 16x + 16",5,"Female",32,"Black or African American","Associates or technical degree",7
"94","60ca4cfb5c287146cad0695a","R_10oevON6fWVWUjT","High","36 feet","x = -2","x15","13","2.060154","14","12","117°","-3","4x2 + 16x + 48",2,"Male",39,"White or Caucasian","Bachelor’s degree",3
"95","5ffa5b733bd20c42d0b40b87","R_a5ErTLpRjadar2p","High","113 feet","x = -2","x15","13","2.06","14","6","117°","-6","4x2 + 16x + 48",7,"Male",27,"Asian","Bachelor’s degree",6
"96","5fc5ab0e7bad151445fc8594","R_2pWfhCZjoxrUN9a","High","36 feet","x = -2","x15","13","2.060154","-22","12","117°","-3","4x2 + 32x + 48",3,"Male",31,"White or Caucasian","Bachelor’s degree",4
"97","6553a1d1ca63d5c0ea71a758","R_2rivhVdP60HuXpL","High","113 feet","x = -2y","x15","13","2.06","-22","6","63°","-3","4x2 + 32x + 48",5,"Female",24,"Other","Bachelor’s degree",7
"98","628bb39061393e64b1907bbb","R_DpMACJb0JbvyHBv","High","54 feet","x = -2","x15","13","5.05","42","6","63°","-6","4x2 + 32x + 48",3,"Male",66,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",6
"99","61356a75a26f82d5cf223390","R_3n31NUgK6tKhTAt","High","113 feet","x = -2y","x15","13","2.06","-34","6","63°","-3",NA,3,"Female",27,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",7
"100","656907a16ea276f3fef47618","R_2ATFaNzrbB6i6Nn","Low","113 feet","x = -2y","x15",NA,NA,NA,NA,NA,NA,NA,3,"Female",52,"Other","Bachelor’s degree",2
"101","62f18c2d37a5f255f351b61d","R_11bGJbsgVE1k2Yc","Low","113 feet","x = -2y","x15","13","5.05","14","8","63°","6","4x2 + 16x + 16",3,"Male",49,"White or Caucasian","Some high school or less",4
"102","6286e40c379938abc16e254b","R_PNd78gzWTWCLITn","Low","113 feet","x = -2","x15","11","5.05","-34","6","63°","-3","4x2 + 16x + 48",3,"Male",32,"White or Caucasian","Bachelor’s degree",6
"103","6463e382425ee2c5d0a1b2c9","R_bCV2XNDkQ6KAe5j","High","36 feet","x = -2","x8","13","2.07","-34","12","117°",NA,NA,6,"Male",24,"White or Caucasian","Bachelor’s degree",3
"104","5c1655c7ad682500017070d2","R_3PnuA3GBaU2PGyy","Low","54 feet","x - 2 = y","x15","11","5.05","-34","6","63°","-6","4x2 + 16x + 48",4,"Male",35,"White or Caucasian","High school diploma or GED",4
"105","63d13b3934b1255e0954a471","R_1mmTj8Gw31uSbOb","Low","108 feet","x = -2y","x15","13","2.06","-34","8","117°","-6","4x2 + 32x + 48",2,"Female",21,"White or Caucasian","Some college, but no degree",5
"106","6561dce662de41372375dde8","R_3kBxgvvQCDHPEIq","Low","113 feet","x = -2y","x15","13",NA,NA,"6","63°","3","4x2 + 32x + 48",5,"Female",29,"Asian","Bachelor’s degree",7
"107","640127622027c81567db087f","R_1Nf7TX2VPLZkeqf","High","113 feet","x = -2y","x15","13","2.06","-34","6","63°","3","4x2 + 32x + 48",7,"Male",20,"Other","Some college, but no degree",9
"108","62ed458d61ebd1930833e95a","R_TnZGSxwdWqnBsVX","High","108 feet","x = -2y","x15","13","2.060154","42","8","180°","6","2x2 + 7x + 24",2,"Male",59,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"109","5f4d3551f958ee9c51b2d54a","R_2awwtekYRPHubVl","High","54 feet","x = -2y","x25","13","2.07","-22","12","117°","6","4x2 + 32x + 48",0,"Female",38,"Other","High school diploma or GED",2
"110","646792a49a85f35e7a7f5169","R_3kzIDF2Ec2iC98t","High","113 feet","x = -2","x15","13","5.05","-22","8","117°","-6","4x2 + 16x + 48",1,"Female",60,"White or Caucasian","High school diploma or GED",4
"111","6489db7cf28c81a0fe36111f","R_3fkLVlPwUaokLeg","Low","36 feet","x = -2y","x15",NA,"5.05",NA,"12","180°","6",NA,3,"Female",60,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"112","623484b9a279762ab4c8b6dc","R_qXGZI6n3WQZwJix","High","113 feet","x - 2 = y","x15","11","5.05","14","12","63°","-3","4x2 + 16x + 48",4,"Female",37,"Asian","Bachelor’s degree",3
"113","6567492900b32685a1ca02ae","R_3GD1cuvsmyXlJ0m","Low","36 feet","x = -2","x8","13","2.06","42","6","63°","3",NA,2,"Female",44,"White or Caucasian","High school diploma or GED",6
"114","6553a027c17b97e04110e168","R_28GHYIQtkwuTVjd","High","36 feet","x - 2 = y","x15","13","5.05","-22","12","117°","-6",NA,4,"Female",55,"Black or African American","Bachelor’s degree",2
"115","6111a1893c0daa13e23ab15a","R_2XcBEWEiatLVOiM","Low","113 feet","x - 2 = y","x15","13","2.06","-34","6","63°","3","4x2 + 32x + 48",8,"Male",34,"Black or African American","Bachelor’s degree",9
"116","655f8b959477c803eb906622","R_r0v4HqTTUpClMzL","Low","113 feet","x - 2 = y","x15","11","2.060154","-34","6","63°","-3","4x2 + 32x + 48",5,"Female",20,"White or Caucasian","Some college, but no degree",6
"117","5e7cf03fea45cb369b402703","R_3eyLFVL10TBh5Lr","High","108 feet","y = -2","x15","13","5.05","-34","6","63°","6","4x2 + 32x + 48",3,"Female",31,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",6
"118","5feb8ceb559f43c870488b51","R_1QbC3EK4uM6sL77","High","54 feet","x = -2","x15","11","5.05","-34","6","63°","-3","4x2 + 16x + 48",6,"Male",31,"White or Caucasian","Associates or technical degree",5
"119","63a0d718bbed03d92665039e","R_1NfFvgQSSXL0izD","Low","36 feet","y = -2","x15","15",NA,NA,"6","117°",NA,"4x2 + 16x + 48",5,"Female",55,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",2
"120","5e8533ea660027000945d9bf","R_2QlBS9WEN0vRqcx","Low","113 feet","x = -2","x8","13","2.06","-34","6","63°","3","4x2 + 32x + 48",6,"Male",33,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",9
"121","63e4491f920c1457c5e63649","R_1K1fUQGRLveHPYV","Low","108 feet","x = -2","x15","13","2.06","-34","6","63°",NA,NA,6,"Male",42,"White or Caucasian","Associates or technical degree",7
"122","62c6ff08253faea76eb548ed","R_OczG6HUp2GR31zb","High","54 feet","x = -2y","x15","13","2.06","-22","6","63°","-3",NA,5,"Male",29,"White or Caucasian","Bachelor’s degree",5
"123","5a0c63e15d06850001affd96","R_1jwDY0flhMSRmSC","Low","36 feet","x - 2 = y","x15","13","2.07","-22","12","63°","-6","4x2 + 16x + 16",4,"Male",39,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",3
