"","ProlificID","ResponseId","Bet","Guess","Advice","AdviserID","GiverCondition","CompetitorID","CompetitorScore","AdviseeScore","AdviseeCondition","Gender","Age","win","bonus","ExpectedBonus"
"25","56fa002e8425ef000b3a4276","R_33wZNMOix8Eq1hp",1,4,"1","5be48615e995730001c5cced",0,"59933524f9db7d000189560e",6,8,"High","Male",35,1,0.5,0.35
"26","5700616b8a49c7000d0c73ad","R_DjjKNLD3ZpeaPiF",0,2,"0","5c2baa2af24aeb00015e3ae1",0,"65612a4c740b3ed5ad8cb4c2",3,6,"High","Female",35,1,0.3,0.3
"27","572041d6fd3a5200093c1295","R_AvvOQWBzKg3jnDr",0,1,"0","55c43918fdf99b080551e044",1,"655f8c76605dda3ed0d39d1d",1,1,"Low","Female",40,1,0.3,0.12
"28","57321c8ec63b5c000f367bb2","R_3PNQT6UGTTCmgJy",1,5,"1","5f4c20f388eb748264767b49",1,"654dffa85761097ee651c91b",5,6,"Low","Female",69,1,0.5,0.25
"29","5783027f913c71000197300d","R_1mqMsCOJvBDdy2Z",0,3,"0","5e8cf14c0bec230b335e060d",1,"62dc597fd77d6332766c29a4",3,1,"High","Female",45,0,0,0.12
"30","579d7407dcff7d0001c7cc41","R_22Kyn21OLT2L67z",0,1,"0","64d55b4562a7a1e44d7df618",0,"5a6b580de6cc4a0001b6a06b",0,4,"High","Female",29,1,0.3,0.3
"31","57ab3f8321e5a50001562cd3","R_T1y3rUE7q0Y65R7",0,3,"0","641a604be613385009dd72db",1,"6562141f723ed05c242d7990",1,5,"Low","Male",31,1,0.3,0.3
"32","57f2da5c6c19420001438d19","R_3CIrSa05AVlMXeT",0,2,"0","656964b3923e30926f806a2c",0,"62dc597fd77d6332766c29a4",3,1,"Low","Female",47,0,0,0.12
"33","580cab86b869700001d71628","R_3nUFnSVNKJIvVXn",0,2,"0","5f1f9c1e6342c31c5c9ebe0a",1,"61267e282a445af9eb95beae",3,1,"High","Female",60,0,0,0.12
"34","581291fd072c230001933d38","R_pzRwM4cuq8BOUGR",0,3,"1","60efcc4893ee4dbf986e22f3",1,"647914722126a6a69e716095",1,6,"High","Female",25,1,0.3,0.3
"35","583b397f54686200010f1d20","R_TnhQaXqIiKpSgnf",1,4,"0","5c92aa671ce0cd00128c6c86",1,"65427d665be1a0e0dc28a00b",9,3,"High","Female",51,0,0,0
"36","583d5dd49c5f2a0001b85f40","R_1gSZSBn1oPywqRo",0,3,"0","63d2d90dab88cd046129d697",1,"55ac22cafdf99b6de2fa7ee2",2,5,"Low","Female",27,1,0.3,0.3
"37","586974bc127d7700018b0e1c","R_3QY5wCfpxHtQbJu",0,4,"1","5d851419d126db0001cf0396",1,"62dc597fd77d6332766c29a4",3,6,"High","Male",47,1,0.3,0.3
"38","58752fed445a5f00019b4a3f","R_3hmD40mTa4QSUe0",1,8,"1","60b9af795939f976cb74232a",1,"59933524f9db7d000189560e",6,9,"Low","Male",25,1,0.5,0.475
"39","58a202ac66e4640001c52bfd","R_2wjh7jgTJsE5OLv",0,4,"1","653d144d2e894446d55babdb",0,"6109cd6a03dc4d54ad56fa75",1,8,"Low","Male",53,1,0.3,0.3
"40","58ae37d8e6afe00001d36ac9","R_vo9yzQuvO8yLQgF",1,9,"1","6316289006d05033d54a350e",1,"654fed758e1ff8096f0e4a9c",5,9,"Low","Male",34,1,0.5,0.475
"41","58b2338a898c2e0001a5ca56","R_3nBKBCwVAERqykK",0,3,"0","65562f6654a25138182fba4b",1,"650a2156db81142bbac2ca5d",3,3,"Low","Female",62,1,0.3,0.3
"42","58d069219dbe3f0001258793","R_pa4O85pE64TH6KJ",0,2,"0","6569ea62e64b79f3843adcf2",0,"628270e095732de2fb39cc2a",2,3,"Low","Male",44,1,0.3,0.3
"43","59048309c4ef1300011b1085","R_3F64PZTsPDtHxjb",0,3,"0","5dd6f563270f44688d3cd745",1,"647914722126a6a69e716095",1,4,"Low","Female",42,1,0.3,0.3
"44","591d369e88bbb500013a8517","R_1EWjtPx4M4RE4mu",0,5,"1","5ad806b27ef172000161c7f1",0,"6175b1093263d977d5f71863",1,7,"High","Male",52,1,0.3,0.3
"45","5920812416d99b000179eb91","R_1rujUpguYGp44Ux",0,3,"0","636da58a0d76bbb9167dbf3e",0,"655728a618181e2ef6f016cc",2,2,"Low","Male",68,1,0.3,0.165
"46","59296fb2e8a7ff000163f033","R_3g4NKGIYceDVAvg",0,5,"0","656f2d2a7a11179d1bf76808",1,"650a2156db81142bbac2ca5d",3,6,"Low","Male",39,1,0.3,0.3
"47","594425f07ccfd00001d3f462","R_eS6Tq8oVw7SVFDP",0,3,"0","5b2a37ee5b5c0900018b0ca5",1,"5e0b87eb58a5c73bdc9aa47b",3,4,"Low","Male",27,1,0.3,0.3
"48","5953462b2d8f240001481c53","R_2ZNtKP1bAGQJz6z",1,8,"1","5e0f443e8205266652153f5e",0,"61329758a6a8f07ab3d640cf",8,8,"High","Female",28,1,0.5,0.35
"49","596838d501a29d0001de41cc","R_efIqLaMCTlpanw5",1,8,"1","581649f0b434f0000184d2a9",0,"5f4c9e74da9c148b0d42ecbd",10,8,"Low","Male",31,0,0,0.35
"50","59757b95395bf80001bf9daa","R_3fr7SUCh9uB8zTb",1,3,"1","654ce874d6963ac49dc27340",0,"5f2d95153c1140074cc81b4c",7,5,"Low","Female",47,0,0,0.15
"51","59894fbbda239a0001fb8e16","R_WBUnZh4Ir4qmNLH",1,1,"0","60cb75243667f2647f852e78",1,"6561055a448e35fafce19e70",5,4,"High","Female",63,0,0,0
"52","5995be89f9db7d0001895993","R_TckFqJPzeDfKIhj",1,1,"0","632d11d55b648b951abc3d32",1,"65427d665be1a0e0dc28a00b",9,5,"Low","Female",65,0,0,0.15
"53","59a07638bfd73c00010ea394","R_1H64V9NGXHJFUR0",0,3,"0","5b0d622fc80fec00010532cd",1,"647914722126a6a69e716095",1,5,"Low","Male",24,1,0.3,0.3
"54","59ac5e9f9fdf6c0001cba8bf","R_9H3OcM2UkSDUBgt",0,2,"0","5b393581c49ecb00010a6693",1,"655fa181e4a69a513fd68aa0",1,5,"Low","Male",30,1,0.3,0.3
"55","59baa339ab8d830001fe56f5","R_3EAT20QIxDa6rCT",0,2,"0","60ba2ffd080107de026041d3",1,"650a2156db81142bbac2ca5d",3,4,"Low","Male",39,1,0.3,0.3
"56","59c41e340c5fc800011940f3","R_4GXgbNL4uIdmqch",0,4,"0","653bbf7e04cc8d9994f1f252",0,"65612a4c740b3ed5ad8cb4c2",3,2,"High","Male",59,0,0,0.165
"57","59f226a9d6380600018b2923","R_11hWrCzvFZcjm6n",1,3,"1","56d1af6521cd29000b973ff2",1,"6010e0dab98c814912076b27",5,7,"Low","Female",59,1,0.5,0.3
"58","59f22a9fd6380600018b2929","R_2wv1dvnLdcFTw8D",0,2,"1","60fefa8d26f46e84a295b223",1,"5a6b580de6cc4a0001b6a06b",0,5,"Low","Female",27,1,0.3,0.3
"59","59ffb939517dfb00013dadda","R_2ONhsCU1FJirkmv",1,5,"1","64071f8576c48034c00df845",0,"654fed758e1ff8096f0e4a9c",5,4,"High","Male",36,0,0,0
"60","5a07a6af002e1800019d6aab","R_3snqhcZtavXL20C",1,6,"1","60566620bb888e88b6c157ee",1,"60297b279beeb634d8781252",9,8,"High","Male",47,0,0,0.35
"61","5a0c63e15d06850001affd96","R_1QGyb1acGAm12cR",0,4,"0","5c9cffcc54d2830016af565b",1,"628270e095732de2fb39cc2a",2,3,"Low","Male",39,1,0.3,0.3
"62","5a4c1ecaefd8df0001d34305","R_2zd4L34IFnADcMA",0,5,"0","65416290c14d86b1f256549e",0,"5faa369a7112b63051d70135",3,3,"High","Male",30,1,0.3,0.3
"63","5a53d878acc75b000179e52e","R_3D76fUDIGuVsbTI",1,3,"1","5ef0f81ea26aaf0af68a54a0",1,"64665dc07cc49151869e2d4e",5,6,"Low","Male",44,1,0.5,0.25
"64","5a5d0554ac562400015402dd","R_2D8D5FfwLaHz8n6",0,2,"0","63d156100e702f67d226f892",1,"6109cd6a03dc4d54ad56fa75",1,4,"High","Female",63,1,0.3,0.3
"65","5a6d3a19e6cc4a0001b6c47a","R_3syMXPxlZI7pV1N",1,5,"1","60258b14dde99512dc57b339",1,"60c0d2e976e12d7d286961d8",5,4,"High","Male",55,0,0,0
"66","5a8f13595292b80001235e09","R_2xJEpkZtxp77ZnE",0,4,"0","5f39433e518ae24a53d11c92",0,"6562141f723ed05c242d7990",1,4,"Low","Male",37,1,0.3,0.3
"67","5a9262251eda410001360b2c","R_2CsjP2QfW7Ziv2B",0,4,"0","5bfd81fb2feab400014d9060",1,"6109cd6a03dc4d54ad56fa75",1,3,"High","Female",40,1,0.3,0.3
"68","5a973b8235237b0001127686","R_3ND6TV0ugwpAMVB",0,2,"0","64405f2dc7b00771dfa0846f",1,"55ac22cafdf99b6de2fa7ee2",2,2,"High","Female",43,1,0.3,0.165
"69","5a9998a14eecca0001dd791e","R_1FJUDdp0n1awZSk",0,5,"1","60258b14dde99512dc57b339",1,"5ead45a386fbbe3c8eebe510",3,7,"High","Female",32,1,0.3,0.3
"70","5aa806e7777df200016088c5","R_3EHeCTL76COXNOd",0,3,"0","608f7a9f4b73593aa6d2164c",1,"650a2156db81142bbac2ca5d",3,3,"High","Female",36,1,0.3,0.3
"71","5ab3fc4b5f01000001cb07e2","R_vwvxkx9ka4aty13",1,9,"1","6525783e89e2d3698ee553a6",0,"5b07b71c68eff50001d1c859",6,8,"Low","Male",43,1,0.5,0.35
"72","5aba561de1099600016a1041","R_2pKLy7Io7Dl2NX5",0,3,"0","62d38f10654f3fc8a393b551",0,"6109cd6a03dc4d54ad56fa75",1,6,"High","Male",29,1,0.3,0.3
"73","5ac16e870527ba0001c1f27e","R_3suke2X1wfTXlxt",0,2,"0","6569e0f739dcab254f4c44ac",0,"647914722126a6a69e716095",1,3,"High","Male",41,1,0.3,0.3
"74","5ace650a436f550001004f87","R_1gC4tNT3vea1Mo7",0,6,"0","61338374ecef87bfdfd1c7bb",0,"65612a4c740b3ed5ad8cb4c2",3,4,"High","Female",31,1,0.3,0.3
"75","5b0d1b8e444cef0001ca66ac","R_3fq6jASQig48cA5",0,2,"0","60df2a387184bf25da3ae6a2",0,"55ac22cafdf99b6de2fa7ee2",2,6,"Low","Female",59,1,0.3,0.3
"76","5b15d20c444cef0001cb1153","R_32YfClpocU1lGSn",0,3,"0","65007a0f1351b46827eb74bf",1,"606cf604adbb6982bb382881",1,3,"High","Male",38,1,0.3,0.3
"77","5b16e1a5457ace0001b40d46","R_322ts0OaxsxdvwI",0,7,"0","5e4c6b5f60c37d0cb9df947c",0,"6175b1093263d977d5f71863",1,3,"High","Female",43,1,0.3,0.3
"78","5b23d0784fb0d40001e95407","R_1pJBQQl0mZa9ksc",0,6,"0","62c4b2239cc3b1f5f6194362",1,"61267e282a445af9eb95beae",3,6,"High","Female",25,1,0.3,0.3
"79","5b26da1934ffd00001b45d8d","R_1MX2B1iAbVeq5Pd",0,3,"0","5f482d4b11cd1a1aeca5cd8b",1,"6562141f723ed05c242d7990",1,4,"Low","Male",39,1,0.3,0.3
"80","5b2ee58b53077000010592d8","R_31nj6sP8OeyClam",0,3,"0","60c81a556366e2bc7502066f",1,"6514d739f7568fe6b2ebbe35",3,3,"High","Female",32,1,0.3,0.3
"81","5b6482e9f5bc0a00019fd571","R_3F2Y6lR9vV8XRVn",1,7,"1","65674425712bc5ccb6f48eb5",0,"59933524f9db7d000189560e",6,9,"Low","Male",43,1,0.5,0.475
"82","5b72d1b972a6fc0001b2abc2","R_2ckO3MJIKLwwQPv",1,3,"0","5a8e6117b093f80001a83119",0,"5d6a49bc8c253f001c89b637",8,7,"Low","Male",29,0,0,0.3
"83","5b894987e79bf50001e1ff95","R_wTTa0rcnjzGTHFv",1,3,"1","59528796a186be000114dc32",0,"65427d665be1a0e0dc28a00b",9,4,"High","Female",51,0,0,0
"84","5b9efb73d1ff7a00013bfe84","R_2fCbExQPBasymA4",0,2,"0","63d2c9e9b72514e959094d9d",0,"65633161b61c0afeebad5d0c",3,5,"High","Female",56,1,0.3,0.3
"85","5ba86de49629a90001b3ef5f","R_2wQNTl3xH9vgNj3",1,3,"1","63ecffc0469c84bde0262e02",0,"61329758a6a8f07ab3d640cf",8,7,"High","Female",36,0,0,0.3
"86","5bb10d4288f88d0001f3d151","R_2dGTQAnZgcoBTjH",0,0,"0","5f4d5f9f835880a2aca8b996",0,"55ac22cafdf99b6de2fa7ee2",2,5,"High","Female",60,1,0.3,0.3
"87","5bb58e338f3bd70001e5df57","R_3D0WgdlQ0Dx9YJq",1,4,"0","6110a3cea048e6a387686a00",1,"60c0d2e976e12d7d286961d8",5,1,"High","Male",46,0,0,0
"88","5bb9db4a56161d0001006da1","R_3lMFBM91VlP206R",0,1,"0","5c44c4e73be7b70001fd7312",0,"6175b1093263d977d5f71863",1,3,"Low","Male",39,1,0.3,0.3
"89","5bbf523d83f9790001ce549a","R_tEcR8RsDmZ0lMkN",0,4,"0","5c6f906672c0e50001d9332a",0,"6562141f723ed05c242d7990",1,7,"High","Female",61,1,0.3,0.3
"90","5bc9f8b677740000016a08b5","R_DjE5DvujAx14kAF",1,9,"1","60ddfe929fff846f04cd2c95",0,"6010e0dab98c814912076b27",5,8,"High","Female",48,1,0.5,0.35
"91","5bcbd66377740000016a64b0","R_Wx3lF91mEtzoGFr",0,3,"0","646a16cb2211848586e74e5f",0,"647914722126a6a69e716095",1,2,"High","Female",68,1,0.3,0.165
"92","5bdfb648484288000130dad0","R_1QgX1LaiOadwDAO",0,2,"0","60b7c559803665ec56ca8b2c",0,"655728a618181e2ef6f016cc",2,4,"Low","Male",31,1,0.3,0.3
"93","5be08e69610cba000151f1f7","R_STeRB0VT3UbHnvb",1,3,"1","656746930fb49202b761490e",1,"65427d665be1a0e0dc28a00b",9,7,"Low","Male",27,0,0,0.3
"94","5be0fb420d5adc0001d6d5b7","R_3Ljvip9me6eDWiZ",0,2,"0","60cb75243667f2647f852e78",1,"62dc597fd77d6332766c29a4",3,3,"High","Male",49,1,0.3,0.3
"95","5bf0b1ecaf38d100016bd609","R_20VGjewwFLErUdt",0,5,"0","60df2a387184bf25da3ae6a2",0,"655f8c76605dda3ed0d39d1d",1,5,"High","Male",38,1,0.3,0.3
"96","5bf311373a5bf00001401f64","R_12L5M5ivJMjFbEH",0,7,"0","606ee8f52a168c78fda80c23",1,"606cf604adbb6982bb382881",1,2,"High","Male",37,1,0.3,0.165
"97","5bf349126f97050001e6a6e6","R_3m4ZxScB5XovH2Y",0,2,"0","64d5067b6cbee9de481d773b",0,"655728a618181e2ef6f016cc",2,0,"Low","Female",69,0,0,0.015
"98","5bfd83b1a6d6a0000158ecd5","R_2qvM3jhQhLP52eS",0,4,"0","5e9f877ee0b0960f3d2b6d30",0,"628270e095732de2fb39cc2a",2,3,"Low","Female",40,1,0.3,0.3
"99","5c022a94d183df000141f1e2","R_tLi44B5u2pWEqXf",0,3,"0","6362284d068a62906d1cc4d1",0,"6109cd6a03dc4d54ad56fa75",1,4,"High","Male",53,1,0.3,0.3
"100","5c0727ff1d461400012b61ee","R_3G8HMQ8I0m7ZUXw",0,3,"0","656eaa7d171b1582050660c4",0,"5faa369a7112b63051d70135",3,3,"High","Female",55,1,0.3,0.3
"101","5c0dbb9b9166290001253342","R_2aEl3nZzJvCisSN",0,6,"0","60bf849bf18b8fd752749f0b",1,"628270e095732de2fb39cc2a",2,4,"High","Male",48,1,0.3,0.3
"102","5c0fcccc1f6f150001487111","R_3dYu4CboiCVRFKT",0,1,"0","6039b3699649cf4b48cd3d12",0,"5e0b87eb58a5c73bdc9aa47b",3,4,"High","Female",60,1,0.3,0.3
"103","5c1053202b16ba0001c86317","R_qwScXN6DPhrRuwx",0,4,"1","63d152150ad28a2b24aa507a",0,"650a2156db81142bbac2ca5d",3,8,"High","Male",38,1,0.3,0.3
"104","5c1655c7ad682500017070d2","R_6grovVQOh8VepvX",0,4,"0","6113ffbf45e79bc2769db74c",0,"65633161b61c0afeebad5d0c",3,4,"Low","Male",35,1,0.3,0.3
"105","5c1976c90d57c30001b4162c","R_3LdpG5TCLCn1cHg",0,2,"0","656f4c1a47cc6cd5cff21b2f",0,"5ead45a386fbbe3c8eebe510",3,1,"High","Female",72,0,0,0.12
"106","5c1980c24a03080001139d5a","R_2q7TDnHufggVFg1",0,2,"0","638371bc3a1d7da12422ea22",0,"5faa369a7112b63051d70135",3,1,"Low","Male",57,0,0,0.12
"107","5c1a9424a329230001ecaabd","R_3EQJ6kw06QYBeLi",0,4,"1","655ccdbf1ab25bcdca0335e4",0,"6109cd6a03dc4d54ad56fa75",1,5,"High","Female",38,1,0.3,0.3
"108","5c1ebf5f658e9200017ae7e9","R_PtbOJrGB2lCffkB",1,6,"1","5de3658d5feb6e3736bd3672",0,"5f2d95153c1140074cc81b4c",7,5,"High","Female",45,0,0,0.15
"109","5c1ffe5295f978000173df84","R_31Fc8tGd80dWMkb",0,3,"0","5d3caf9429130a00015cd0e3",1,"5e0b87eb58a5c73bdc9aa47b",3,4,"Low","Male",65,1,0.3,0.3
"110","5c2019f5cc850a0001b329e8","R_1Eb4Z2T0ABSTkfF",0,4,"0","5bfaf3c40f84f10001fc0959",0,"5faa369a7112b63051d70135",3,2,"High","Male",45,0,0,0.165
"111","5c223d4a4a7e1f000137e5b9","R_1r0vfx22uJ53L38",1,5,"1","636efe3b7a4010c9eea5fb87",0,"61329758a6a8f07ab3d640cf",8,5,"High","Male",35,0,0,0.15
"112","5c264cc409440500015b5c76","R_yEoJh4rcTAO8QaB",0,6,"0","5af28311c36b060001f7f98d",0,"606cf604adbb6982bb382881",1,6,"High","Female",50,1,0.3,0.3
"113","5c2ab2de9136140001b90737","R_27m7FCVc142I0kK",0,3,"0","62865b07ba10cebbcec196a6",1,"6514d739f7568fe6b2ebbe35",3,3,"Low","Female",60,1,0.3,0.3
"114","5c2fcd716ea6880001dc8e3d","R_3PUfvBZlOYfnDTX",0,2,"0","655e1ee9bdeca126d5d31a03",1,"6514d739f7568fe6b2ebbe35",3,1,"High","Female",60,0,0,0.12
"115","5c38aadf1d1d1f000197c0a8","R_b2VOEMwnJsbH1AJ",1,5,"0","636330b7f97a8198974a367f",1,"5d6a49bc8c253f001c89b637",8,3,"High","Female",44,0,0,0
"116","5c3c1617f5ebd500018596cb","R_3GCgBVcBQhMW8L8",0,5,"0","65674fc6b492a11ed7f10a12",1,"647914722126a6a69e716095",1,5,"Low","Male",37,1,0.3,0.3
"117","5c3c4726e8da5300012422c1","R_1EXSDqvefc11yHH",0,6,"0","5f123b410a3c0716f25eeb43",1,"655fa181e4a69a513fd68aa0",1,6,"Low","Female",57,1,0.3,0.3
"118","5c3c7913b4f22c0001a0809c","R_UW9CpRWWe2fB5yF",1,5,"0","63d13b764f00a53476867c25",1,"59933524f9db7d000189560e",6,4,"High","Male",71,0,0,0
"119","5c43fb651ddd660001c9de3a","R_3sAjPX0d7qFvOxM",0,5,"0","57c137bf5b8c510001af5981",0,"655fa181e4a69a513fd68aa0",1,5,"Low","Female",27,1,0.3,0.3
"120","5c475608cae0ab000188cb6e","R_exqrtnhIYPMmIoh",0,3,"0","6564a4689e58a4504f5ee238",1,"655fa181e4a69a513fd68aa0",1,4,"Low","Male",33,1,0.3,0.3
"121","5c560b6fccb08c0001e134a8","R_2bJo17dUcUrwUbP",0,3,"0","60516195621d17646079b995",0,"655f8c76605dda3ed0d39d1d",1,2,"Low","Female",35,1,0.3,0.165
"122","5c58fdd6fa9e940001080c18","R_3gUjD0AhMI0kE8y",0,4,"0","5857c45aa694650001611fae",0,"6562141f723ed05c242d7990",1,3,"High","Female",40,1,0.3,0.3
"123","5c59e6519dd64d00018adaa8","R_R9QtvRy9sBmzBEl",0,4,"1","655a9262b721bc008ddc8e8c",0,"6175b1093263d977d5f71863",1,8,"Low","Male",24,1,0.3,0.3
"124","5c6c597c42e33400019c72a5","R_9minAqB1echeKQh",0,2,"0","5c467385f608210001a4d8ee",1,"5ead45a386fbbe3c8eebe510",3,3,"Low","Female",61,1,0.3,0.3
"125","5c78b032419dcc0014119082","R_2SIxAdYXIzKjUIP",1,5,"0","65674425712bc5ccb6f48eb5",0,"60c0d2e976e12d7d286961d8",5,1,"High","Male",37,0,0,0
"126","5c804f4092ad770015846011","R_ekONmyRDkESbT4B",0,5,"0","613e319d0abcddc7d722ff2b",1,"6514d739f7568fe6b2ebbe35",3,5,"Low","Female",59,1,0.3,0.3
"127","5c830a66d6a4d0000164097d","R_3Pdyq6A3I1mzdzM",0,8,"1","655f674bdba72a1c9b1bf638",1,"6514d739f7568fe6b2ebbe35",3,10,"Low","Male",29,1,0.3,0.3
"128","5c85fe8e36f2450001c86df8","R_5vubQkZHkcQ0k81",0,2,"0","5f58d7941af44708223b94da",0,"6514d739f7568fe6b2ebbe35",3,2,"High","Female",49,0,0,0.165
"129","5c8db07eb1f89a0016777fe0","R_299X4uIkFWg82PO",0,1,"0","5ba596467c0ebe0001269842",1,"650a2156db81142bbac2ca5d",3,4,"High","Female",35,1,0.3,0.3
"130","5c9567e99d4cac0011609746","R_9z4ygIl4zHKA3uh",0,5,"0","5b393581c49ecb00010a6693",1,"5e0b87eb58a5c73bdc9aa47b",3,7,"High","Male",24,1,0.3,0.3
"131","5caa9cf483762200161a6986","R_2q2U21twcy4eflw",1,2,"1","5eac8b777b60c8129709fc10",1,"6010e0dab98c814912076b27",5,7,"Low","Female",31,1,0.5,0.3
"132","5cb2e89bc29be80001b13ed6","R_1pxqDA9Vj5IYzAc",0,3,"0","616829d7504e0346ff2b51df",0,"5ead45a386fbbe3c8eebe510",3,3,"Low","Female",50,1,0.3,0.3
"133","5cb60f1eefd4130001bbfdb7","R_3pnD3HVyxnorWO6",1,4,"1","5c28feff5ffcb7000128a541",0,"61329758a6a8f07ab3d640cf",8,6,"High","Male",31,0,0,0.25
"134","5ccf87bfb46c7000010d8428","R_3sndESU4xX011BM",0,4,"0","5c467385f608210001a4d8ee",1,"65612a4c740b3ed5ad8cb4c2",3,3,"Low","Male",29,1,0.3,0.3
"135","5cd34d42fe890a00174debb5","R_3k6PZXE6VYulpeo",0,3,"0","5ec5925cb3d6035afea34d20",1,"5a6b580de6cc4a0001b6a06b",0,3,"Low","Male",22,1,0.3,0.3
"136","5cd6c1197b871a0001b13589","R_3h0Ayd6YfoaUqyZ",0,2,"0","6557733b5c53376695c88ad8",1,"65633161b61c0afeebad5d0c",3,1,"Low","Female",62,0,0,0.12
"137","5ce330b9c536f50001104f78","R_PAKaytg10NmTDbP",0,2,"0","55bc1119fdf99b5693f3ec47",1,"628270e095732de2fb39cc2a",2,6,"Low","Female",26,1,0.3,0.3
