StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1213411184,QID24_1,age,gender,ethnicity,education,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,ranking_7,ranking_8,ranking_9,ranking_10,1_advice,2_advice,3_advice,4_advice,5_advice,6_advice,7_advice,8_advice,9_advice,10_advice,comments,PROLIFIC_PID,Condition,groupnr,url.0.URL,url.1.URL,url.2.URL,url.3.URL,url.4.URL,url.5.URL,url.6.URL,url.7.URL,url.8.URL,url.9.URL
2023-05-01 08:30:36,2023-05-01 08:34:20,IP Address,163.120.56.162,100,223,True,2023-05-01 08:34:20,R_1FrB5FMBT5e1ZXu,,,,,39.6495,-86.8686,anonymous,EN,I agree to participate.,62db65974580c839782974c8,20,Male,White or Caucasian,High school diploma or GED,10,2,4,3,9,6,5,8,1,7,,,,,,,,,,4th rank,,62db65974580c839782974c8,Likable,6,https://files.dhagmann.com/qualtrics/selfies/F_3GdFAV4fIewANfW.png,https://files.dhagmann.com/qualtrics/selfies/F_3ESxU6eaq94BEod.png,https://files.dhagmann.com/qualtrics/selfies/F_3PuXIED1rTFJX9h.png,https://files.dhagmann.com/qualtrics/selfies/F_3EiETVaiV7uiVLw.png,https://files.dhagmann.com/qualtrics/selfies/F_3Rg2AjlBD9J7Epr.png,https://files.dhagmann.com/qualtrics/selfies/F_3Gdr9o0jIvHrGWs.png,https://files.dhagmann.com/qualtrics/selfies/F_3R8Dr7UXmFs86vA.png,https://files.dhagmann.com/qualtrics/selfies/F_3J2WiCj4IjCRx9J.png,https://files.dhagmann.com/qualtrics/selfies/F_3GpQNZQJOly5LsW.png,https://files.dhagmann.com/qualtrics/selfies/F_3QK7h1gq6NJYf86.png
2023-05-01 08:31:55,2023-05-01 08:34:25,IP Address,73.185.77.114,100,149,True,2023-05-01 08:34:25,R_3OiAyOOCLUdepV6,,,,,38.6711,-121.1495,anonymous,EN,I agree to participate.,63fa3bd12acc0f7d824fafd1,30,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",8,6,9,7,5,2,3,4,1,10,,,,6th rank,,,,,,,no,63fa3bd12acc0f7d824fafd1,Accurate,9,https://files.dhagmann.com/qualtrics/selfies/F_djxWmICEq9IbIgF.png,https://files.dhagmann.com/qualtrics/selfies/F_cu6ncOGl0003Vdf.png,https://files.dhagmann.com/qualtrics/selfies/F_XsKLe8K7s6v7XFL.png,https://files.dhagmann.com/qualtrics/selfies/F_aWOW8dtf77NGDUR.png,https://files.dhagmann.com/qualtrics/selfies/F_bDflVSCwQ5T32YV.png,https://files.dhagmann.com/qualtrics/selfies/F_Rldzxw5991JTtdL.png,https://files.dhagmann.com/qualtrics/selfies/F_W8a4AC7Hcq5au7n.png,https://files.dhagmann.com/qualtrics/selfies/F_Y084SesxxMFrK1j.png,https://files.dhagmann.com/qualtrics/selfies/F_cGwjIv1Me8Foy6R.png,https://files.dhagmann.com/qualtrics/selfies/F_UaS1pbP6buG9R5v.png
2023-05-01 08:29:34,2023-05-01 08:34:30,IP Address,72.24.221.120,100,296,True,2023-05-01 08:34:31,R_3L7IIotIqddMmiG,,,,,42.5582,-114.4659,anonymous,EN,I agree to participate.,63d14e0eb3f244e8d5f88f48,29,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4,10,1,5,8,6,7,2,9,3,,,,,,,7th rank,,,,,63d14e0eb3f244e8d5f88f48,Likable,7,https://files.dhagmann.com/qualtrics/selfies/F_3Rmdi1Wk3hFqlXN.png,https://files.dhagmann.com/qualtrics/selfies/F_3q8ndAoNJ0R4Wbo.png,https://files.dhagmann.com/qualtrics/selfies/F_3lxitubjKJvf8Yz.png,https://files.dhagmann.com/qualtrics/selfies/F_3iL4KwJpeNyIPJ6.png,https://files.dhagmann.com/qualtrics/selfies/F_3rNwdLykFI43rWW.png,https://files.dhagmann.com/qualtrics/selfies/F_3kiaDZn4cpU5p72.png,https://files.dhagmann.com/qualtrics/selfies/F_3luxiABX8flWKck.png,https://files.dhagmann.com/qualtrics/selfies/F_3fSOlW9p8N8ewto.png,https://files.dhagmann.com/qualtrics/selfies/F_3nd3SeNdJ4L8Bt8.png,https://files.dhagmann.com/qualtrics/selfies/F_3n9mtYUejGwTCKm.png
2023-05-01 08:32:00,2023-05-01 08:34:36,IP Address,155.190.19.5,100,156,True,2023-05-01 08:34:37,R_XIjkKdLcLxz2TIZ,,,,,40.6462,-73.9559,anonymous,EN,I agree to participate.,5dedb806838b4f46c8d183a5,42,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",6,8,7,10,3,2,5,4,1,9,,,1st rank (most attractive),,,,,,,,,5dedb806838b4f46c8d183a5,Likable,9,https://files.dhagmann.com/qualtrics/selfies/F_djxWmICEq9IbIgF.png,https://files.dhagmann.com/qualtrics/selfies/F_Rldzxw5991JTtdL.png,https://files.dhagmann.com/qualtrics/selfies/F_bDflVSCwQ5T32YV.png,https://files.dhagmann.com/qualtrics/selfies/F_XsKLe8K7s6v7XFL.png,https://files.dhagmann.com/qualtrics/selfies/F_aWOW8dtf77NGDUR.png,https://files.dhagmann.com/qualtrics/selfies/F_W8a4AC7Hcq5au7n.png,https://files.dhagmann.com/qualtrics/selfies/F_cGwjIv1Me8Foy6R.png,https://files.dhagmann.com/qualtrics/selfies/F_cu6ncOGl0003Vdf.png,https://files.dhagmann.com/qualtrics/selfies/F_Y084SesxxMFrK1j.png,https://files.dhagmann.com/qualtrics/selfies/F_UaS1pbP6buG9R5v.png
2023-05-01 08:33:23,2023-05-01 08:34:38,IP Address,69.243.38.135,100,75,True,2023-05-01 08:34:39,R_3FLqTqzCTXW5Mbv,,,,,39.3408,-76.4078,anonymous,EN,I agree to participate.,609371fc24c531563322d57c,27,Male,White or Caucasian,High school diploma or GED,4,3,6,5,2,10,7,1,8,9,,,,,,,6th rank,,,,,609371fc24c531563322d57c,Accurate,2,https://files.dhagmann.com/qualtrics/selfies/F_1pMyxId534OOBIU.png,https://files.dhagmann.com/qualtrics/selfies/F_1cSL5Dlk3so8Qbs.png,https://files.dhagmann.com/qualtrics/selfies/F_1l4RdX9meeYIQHv.png,https://files.dhagmann.com/qualtrics/selfies/F_1dh5rEyzeewfHUq.png,https://files.dhagmann.com/qualtrics/selfies/F_1mrqtqp6pXX5bRw.png,https://files.dhagmann.com/qualtrics/selfies/F_1rcuPXlQG7SB8fx.png,https://files.dhagmann.com/qualtrics/selfies/F_216tuE7djcP5pdf.png,https://files.dhagmann.com/qualtrics/selfies/F_1gcqHGx99dsU613.png,https://files.dhagmann.com/qualtrics/selfies/F_22PRBS7sAKesi1e.png,https://files.dhagmann.com/qualtrics/selfies/F_1l45HlWyABVMmUO.png
2023-05-01 08:32:10,2023-05-01 08:34:41,IP Address,98.239.127.50,100,151,True,2023-05-01 08:34:44,R_vdWrY6B2bNGFOMx,,,,,39.1252,-121.6589,anonymous,EN,I agree to participate.,614f23fabc0fcaa3cdfb9e05,47,Female,White or Caucasian,Associates or technical degree,4,1,10,3,8,7,2,5,9,6,,,,,,6th rank,,,,,none,614f23fabc0fcaa3cdfb9e05,Accurate,18,https://files.dhagmann.com/qualtrics/selfies/F_3qwohznQZAj3hNZ.png,https://files.dhagmann.com/qualtrics/selfies/F_3koEac1UPBj367k.png,https://files.dhagmann.com/qualtrics/selfies/F_3lWvSdQYyrXM0Rq.png,https://files.dhagmann.com/qualtrics/selfies/F_3scAHdnVWjYAWT7.png,https://files.dhagmann.com/qualtrics/selfies/F_3psWDYGyjG2QLgE.png,https://files.dhagmann.com/qualtrics/selfies/F_3kNgtYslBd4bD8U.png,https://files.dhagmann.com/qualtrics/selfies/F_3qJsykkAPnjfcV4.png,https://files.dhagmann.com/qualtrics/selfies/F_5q1WcRlH1P2gLIt.png,https://files.dhagmann.com/qualtrics/selfies/F_3ksP8jpBDlWChAi.png,https://files.dhagmann.com/qualtrics/selfies/F_3mledP9WHL1nk2Y.png
2023-05-01 08:32:06,2023-05-01 08:34:47,IP Address,173.161.156.21,100,161,True,2023-05-01 08:34:48,R_1Q3BUzCrgqPAZXJ,,,,,39.7927,-75.6196,anonymous,EN,I agree to participate.,597f662f89542d0001517d78,41,Male,White or Caucasian,Bachelor’s degree,4,1,8,7,6,2,10,5,3,9,,,,7th rank,,,,,,,This is interesting!,597f662f89542d0001517d78,Accurate,5,https://files.dhagmann.com/qualtrics/selfies/F_2zUPd9YuIKJ6mHG.png,https://files.dhagmann.com/qualtrics/selfies/F_32UQWIzcYNUchmQ.png,https://files.dhagmann.com/qualtrics/selfies/F_2zNmLuwPqX4SYJF.png,https://files.dhagmann.com/qualtrics/selfies/F_31vFp1Dx1utyFVT.png,https://files.dhagmann.com/qualtrics/selfies/F_2sbByozzEoFAlYg.png,https://files.dhagmann.com/qualtrics/selfies/F_2zRRqU6SHcUFaBd.png,https://files.dhagmann.com/qualtrics/selfies/F_2rqZtB48z8BNpCM.png,https://files.dhagmann.com/qualtrics/selfies/F_30db916mTyjk39D.png,https://files.dhagmann.com/qualtrics/selfies/F_2ty4iYYcHhxBDCO.png,https://files.dhagmann.com/qualtrics/selfies/F_31LNY1ZNgOPHAhT.png
2023-05-01 08:32:27,2023-05-01 08:34:49,IP Address,108.49.203.2,100,142,True,2023-05-01 08:34:50,R_zZnIYE6jySiL8Pv,,,,,42.2832,-71.4296,anonymous,EN,I agree to participate.,5f934f7fdc89a111b5712011,29,Female,White or Caucasian,Bachelor’s degree,4,5,1,6,10,3,2,7,9,8,,,,,,,,4th rank,,,nothing to report,5f934f7fdc89a111b5712011,Likable,14,https://files.dhagmann.com/qualtrics/selfies/F_25sXyX3UPSCmm26.png,https://files.dhagmann.com/qualtrics/selfies/F_2DOIr8Hxz10zA5n.png,https://files.dhagmann.com/qualtrics/selfies/F_2TvB6UWTDe0NVy6.png,https://files.dhagmann.com/qualtrics/selfies/F_2OUPUqsP5PYUw8t.png,https://files.dhagmann.com/qualtrics/selfies/F_2YEQ2B2ewOLSors.png,https://files.dhagmann.com/qualtrics/selfies/F_2QxnIdBoovHjjYQ.png,https://files.dhagmann.com/qualtrics/selfies/F_2R4Vx6rPeJ8QCL6.png,https://files.dhagmann.com/qualtrics/selfies/F_2WINUPBCKOdHz6J.png,https://files.dhagmann.com/qualtrics/selfies/F_2VlvJu7bcKL3C8U.png,https://files.dhagmann.com/qualtrics/selfies/F_2V2ckr3pz3KUvAJ.png
2023-05-01 08:32:06,2023-05-01 08:34:53,IP Address,72.134.133.128,100,166,True,2023-05-01 08:34:54,R_3CZqA8GIwHKZGsm,,,,,32.7015,-114.643,anonymous,EN,I agree to participate.,5b06c34ed424fd0001eebda1,36,Male,White or Caucasian,Bachelor’s degree,4,9,3,1,6,2,5,8,7,10,,,,,,,,,6th rank,,,5b06c34ed424fd0001eebda1,Accurate,3,https://files.dhagmann.com/qualtrics/selfies/F_2D79Z7IMYok2EJL.png,https://files.dhagmann.com/qualtrics/selfies/F_2P8dAbbylEFAIIv.png,https://files.dhagmann.com/qualtrics/selfies/F_2UWLFxoMrEDwbGY.png,https://files.dhagmann.com/qualtrics/selfies/F_2EbqxUIxsoZh86t.png,https://files.dhagmann.com/qualtrics/selfies/F_2S2X1YwaNf2jg5Y.png,https://files.dhagmann.com/qualtrics/selfies/F_2U4yLeE4ig5Tlm4.png,https://files.dhagmann.com/qualtrics/selfies/F_2SJHPgJExaZV9dD.png,https://files.dhagmann.com/qualtrics/selfies/F_2A0XS21S1xFDhcf.png,https://files.dhagmann.com/qualtrics/selfies/F_2OSH6c5r5dEQ8bH.png,https://files.dhagmann.com/qualtrics/selfies/F_2TIfZib7lh6SlEK.png
2023-05-01 08:32:30,2023-05-01 08:34:58,IP Address,24.209.195.80,100,147,True,2023-05-01 08:34:59,R_2gVPSVIyRVphsg9,,,,,40.0414,-84.2023,anonymous,EN,I agree to participate.,5fb3cbedb3cc10000a19c09d,42,Female,White or Caucasian,"Some college, but no degree",1,9,2,7,8,5,5,10,3,6,,,,6th rank,,,,,,,,5fb3cbedb3cc10000a19c09d,Accurate,18,https://files.dhagmann.com/qualtrics/selfies/F_3scAHdnVWjYAWT7.png,https://files.dhagmann.com/qualtrics/selfies/F_3qwohznQZAj3hNZ.png,https://files.dhagmann.com/qualtrics/selfies/F_3qJsykkAPnjfcV4.png,https://files.dhagmann.com/qualtrics/selfies/F_5q1WcRlH1P2gLIt.png,https://files.dhagmann.com/qualtrics/selfies/F_3psWDYGyjG2QLgE.png,https://files.dhagmann.com/qualtrics/selfies/F_3mledP9WHL1nk2Y.png,https://files.dhagmann.com/qualtrics/selfies/F_3koEac1UPBj367k.png,https://files.dhagmann.com/qualtrics/selfies/F_3lWvSdQYyrXM0Rq.png,https://files.dhagmann.com/qualtrics/selfies/F_3ksP8jpBDlWChAi.png,https://files.dhagmann.com/qualtrics/selfies/F_3kNgtYslBd4bD8U.png
2023-05-01 08:32:42,2023-05-01 08:35:09,IP Address,173.76.128.150,100,146,True,2023-05-01 08:35:09,R_1DpZbaMBAy1FYXm,,,,,42.4684,-70.9465,anonymous,EN,I agree to participate.,5dd311bde25acf3254f36c9c,66,Male,White or Caucasian,Bachelor’s degree,3,10,9,7,1,2,4,8,6,5,,,,3rd rank,,,,,,,,5dd311bde25acf3254f36c9c,Likable,7,https://files.dhagmann.com/qualtrics/selfies/F_3iL4KwJpeNyIPJ6.png,https://files.dhagmann.com/qualtrics/selfies/F_3rNwdLykFI43rWW.png,https://files.dhagmann.com/qualtrics/selfies/F_3nd3SeNdJ4L8Bt8.png,https://files.dhagmann.com/qualtrics/selfies/F_3lxitubjKJvf8Yz.png,https://files.dhagmann.com/qualtrics/selfies/F_3kiaDZn4cpU5p72.png,https://files.dhagmann.com/qualtrics/selfies/F_3Rmdi1Wk3hFqlXN.png,https://files.dhagmann.com/qualtrics/selfies/F_3fSOlW9p8N8ewto.png,https://files.dhagmann.com/qualtrics/selfies/F_3q8ndAoNJ0R4Wbo.png,https://files.dhagmann.com/qualtrics/selfies/F_3n9mtYUejGwTCKm.png,https://files.dhagmann.com/qualtrics/selfies/F_3luxiABX8flWKck.png
2023-05-01 08:32:40,2023-05-01 08:35:13,IP Address,47.230.22.120,100,152,True,2023-05-01 08:35:13,R_1zf6w3UNW6AaYdX,,,,,40.7279,-73.9966,anonymous,EN,I agree to participate.,5f2755111425fa5484311fc4,31,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5,9,4,3,1,10,6,7,8,2,,,,,,,,7th rank,,,,5f2755111425fa5484311fc4,Accurate,11,https://files.dhagmann.com/qualtrics/selfies/F_1CD74E5ONr28NNw.png,https://files.dhagmann.com/qualtrics/selfies/F_1Fb3bFSft2sboNG.png,https://files.dhagmann.com/qualtrics/selfies/F_10YiUUKrh7JgI30.png,https://files.dhagmann.com/qualtrics/selfies/F_1CecDFT0KKP76GX.png,https://files.dhagmann.com/qualtrics/selfies/F_12r0RshbNJLfE1Z.png,https://files.dhagmann.com/qualtrics/selfies/F_12awRKxduNjMyEk.png,https://files.dhagmann.com/qualtrics/selfies/F_1K1t4tjbmrfAK47.png,https://files.dhagmann.com/qualtrics/selfies/F_1IMfBA6RxONJjkS.png,https://files.dhagmann.com/qualtrics/selfies/F_12s9TGUgS0qHAq7.png,https://files.dhagmann.com/qualtrics/selfies/F_10oejnEV2ERi5HX.png
2023-05-01 08:32:54,2023-05-01 08:35:17,IP Address,71.168.233.199,100,142,True,2023-05-01 08:35:17,R_2rwNX6z7pgT6r1G,,,,,39.9703,-75.0617,anonymous,EN,I agree to participate.,5dcca657854936945d68eaa9,50,Female,White or Caucasian,Bachelor’s degree,10,1,7,4,8,3,2,6,9,5,,,7th rank,,,,,,,,,5dcca657854936945d68eaa9,Likable,13,https://files.dhagmann.com/qualtrics/selfies/F_24P3Bk4Nz9Nk3OZ.png,https://files.dhagmann.com/qualtrics/selfies/F_1mf0eh5BWIr0Sg5.png,https://files.dhagmann.com/qualtrics/selfies/F_25EoTM2h4cFmj5U.png,https://files.dhagmann.com/qualtrics/selfies/F_1o0Y2nbMjXZ1Jls.png,https://files.dhagmann.com/qualtrics/selfies/F_1ikThkbbMIMMH0I.png,https://files.dhagmann.com/qualtrics/selfies/F_1okjeLNnnE0ptZi.png,https://files.dhagmann.com/qualtrics/selfies/F_1jWgE6Xc6XpSFIJ.png,https://files.dhagmann.com/qualtrics/selfies/F_21FycR1TezOTMM1.png,https://files.dhagmann.com/qualtrics/selfies/F_1k0T4yHXh6oltUO.png,https://files.dhagmann.com/qualtrics/selfies/F_1hJZqTl8MA7HPUq.png
2023-05-01 08:34:05,2023-05-01 08:35:17,IP Address,136.62.53.222,100,71,True,2023-05-01 08:35:18,R_3KPxumv9LDhewcO,,,,,30.2881,-97.764,anonymous,EN,I agree to participate.,5fceb8342eb3f717cf22535d,31,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",10,8,10,9,9,8,8,8,10,10,,,,,,,,,,,,5fceb8342eb3f717cf22535d,Likable,20,https://files.dhagmann.com/qualtrics/selfies/F_afNSDvm1suyI1kB.png,https://files.dhagmann.com/qualtrics/selfies/F_YXHHH4EA6MT8eiZ.png,https://files.dhagmann.com/qualtrics/selfies/F_ZwPsLkLV22QcdYB.png,https://files.dhagmann.com/qualtrics/selfies/F_saRNtG3Voy3wMud.png,https://files.dhagmann.com/qualtrics/selfies/F_e567UmbzU0pvlcJ.png,https://files.dhagmann.com/qualtrics/selfies/F_bdz8kxPKvIwQFtT.png,https://files.dhagmann.com/qualtrics/selfies/F_Zz6Ve5cC7HcBidr.png,https://files.dhagmann.com/qualtrics/selfies/F_p6GtSWtu4Pa3JDP.png,https://files.dhagmann.com/qualtrics/selfies/F_UchVyXbuc06IpgZ.png,https://files.dhagmann.com/qualtrics/selfies/F_UT1tt9RkNiudDXz.png
2023-05-01 08:33:34,2023-05-01 08:35:18,IP Address,72.198.194.35,100,104,True,2023-05-01 08:35:19,R_YS3vp4KGk8PIKoF,,,,,41.2884,-95.9972,anonymous,EN,I agree to participate.,6092dea4efd6d61350f0fdbf,37,Female,White or Caucasian,"Some college, but no degree",4,5,4,4,4,6,7,5,4,4,,,,,,,7th rank,,,,,6092dea4efd6d61350f0fdbf,Accurate,20,https://files.dhagmann.com/qualtrics/selfies/F_afNSDvm1suyI1kB.png,https://files.dhagmann.com/qualtrics/selfies/F_YXHHH4EA6MT8eiZ.png,https://files.dhagmann.com/qualtrics/selfies/F_UT1tt9RkNiudDXz.png,https://files.dhagmann.com/qualtrics/selfies/F_p6GtSWtu4Pa3JDP.png,https://files.dhagmann.com/qualtrics/selfies/F_saRNtG3Voy3wMud.png,https://files.dhagmann.com/qualtrics/selfies/F_Zz6Ve5cC7HcBidr.png,https://files.dhagmann.com/qualtrics/selfies/F_e567UmbzU0pvlcJ.png,https://files.dhagmann.com/qualtrics/selfies/F_bdz8kxPKvIwQFtT.png,https://files.dhagmann.com/qualtrics/selfies/F_ZwPsLkLV22QcdYB.png,https://files.dhagmann.com/qualtrics/selfies/F_UchVyXbuc06IpgZ.png
2023-05-01 08:31:50,2023-05-01 08:35:24,IP Address,98.215.81.130,100,214,True,2023-05-01 08:35:24,R_1q9wVMMS7flel5U,,,,,40.4693,-88.9424,anonymous,EN,I agree to participate.,632100c39d4c93aa71d32feb,41,Male,White or Caucasian,Associates or technical degree,7,8,5,2,3,1,10,6,4,9,6th rank,,,,,,,,,,,632100c39d4c93aa71d32feb,Likable,9,https://files.dhagmann.com/qualtrics/selfies/F_djxWmICEq9IbIgF.png,https://files.dhagmann.com/qualtrics/selfies/F_UaS1pbP6buG9R5v.png,https://files.dhagmann.com/qualtrics/selfies/F_cu6ncOGl0003Vdf.png,https://files.dhagmann.com/qualtrics/selfies/F_Rldzxw5991JTtdL.png,https://files.dhagmann.com/qualtrics/selfies/F_Y084SesxxMFrK1j.png,https://files.dhagmann.com/qualtrics/selfies/F_cGwjIv1Me8Foy6R.png,https://files.dhagmann.com/qualtrics/selfies/F_XsKLe8K7s6v7XFL.png,https://files.dhagmann.com/qualtrics/selfies/F_aWOW8dtf77NGDUR.png,https://files.dhagmann.com/qualtrics/selfies/F_bDflVSCwQ5T32YV.png,https://files.dhagmann.com/qualtrics/selfies/F_W8a4AC7Hcq5au7n.png
2023-05-01 08:30:49,2023-05-01 08:35:26,IP Address,24.116.190.171,100,276,True,2023-05-01 08:35:27,R_a4QTzkqGLsiy0xP,,,,,42.8435,-112.4431,anonymous,EN,I agree to participate.,63211fcee38a90c69eb4bfc9,31,Male,White or Caucasian,"Some college, but no degree",6,7,8,6,6,8,7,5,6,6,,2nd rank,,,,,3rd rank,,,,,63211fcee38a90c69eb4bfc9,Likable,6,https://files.dhagmann.com/qualtrics/selfies/F_3J2WiCj4IjCRx9J.png,https://files.dhagmann.com/qualtrics/selfies/F_3R8Dr7UXmFs86vA.png,https://files.dhagmann.com/qualtrics/selfies/F_3PuXIED1rTFJX9h.png,https://files.dhagmann.com/qualtrics/selfies/F_3EiETVaiV7uiVLw.png,https://files.dhagmann.com/qualtrics/selfies/F_3Rg2AjlBD9J7Epr.png,https://files.dhagmann.com/qualtrics/selfies/F_3GpQNZQJOly5LsW.png,https://files.dhagmann.com/qualtrics/selfies/F_3ESxU6eaq94BEod.png,https://files.dhagmann.com/qualtrics/selfies/F_3GdFAV4fIewANfW.png,https://files.dhagmann.com/qualtrics/selfies/F_3Gdr9o0jIvHrGWs.png,https://files.dhagmann.com/qualtrics/selfies/F_3QK7h1gq6NJYf86.png
2023-05-01 08:28:46,2023-05-01 08:35:33,IP Address,75.187.144.107,100,407,True,2023-05-01 08:35:34,R_sHw0y3DjuBn8Eud,,,,,41.0419,-81.5178,anonymous,EN,I agree to participate.,644eec1936e587111a789903,62,Male,White or Caucasian,Some high school or less,8,5,7,8,2,10,10,10,10,10,,,8th rank,,,,,,,,,644eec1936e587111a789903,Accurate,4,https://files.dhagmann.com/qualtrics/selfies/F_2qDb7rlgGSBrGaB.png,https://files.dhagmann.com/qualtrics/selfies/F_2aWUU2D0gW9Dtt0.png,https://files.dhagmann.com/qualtrics/selfies/F_2cqQJAkDBvFa7xu.png,https://files.dhagmann.com/qualtrics/selfies/F_2bObhWVEeUX95rB.png,https://files.dhagmann.com/qualtrics/selfies/F_2b1WvETvZdlBk9L.png,https://files.dhagmann.com/qualtrics/selfies/F_2qat8eEGitOzdNk.png,https://files.dhagmann.com/qualtrics/selfies/F_2fkbeyEnBnr5OvX.png,https://files.dhagmann.com/qualtrics/selfies/F_2X0AtHS0T9w4W6p.png,https://files.dhagmann.com/qualtrics/selfies/F_2WP5vO5hQ8fqX32.png,https://files.dhagmann.com/qualtrics/selfies/F_2pVo0aEud3wtOS8.png
2023-05-01 08:31:15,2023-05-01 08:35:42,IP Address,96.10.104.243,100,267,True,2023-05-01 08:35:42,R_11iIKrGyrjvxr0g,,,,,35.2296,-80.843,anonymous,EN,I agree to participate.,57962a6e2fc0d400012c808e,60,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",10,8,2,1,9,3,5,7,4,6,,,,,,,,5th rank,,,,57962a6e2fc0d400012c808e,Accurate,12,https://files.dhagmann.com/qualtrics/selfies/F_1dFasm2Tcbncr9Y.png,https://files.dhagmann.com/qualtrics/selfies/F_1LC3xa0eqEaRlyU.png,https://files.dhagmann.com/qualtrics/selfies/F_1LNbhp7By5V2P9z.png,https://files.dhagmann.com/qualtrics/selfies/F_1LwiPfy6dIh9SRq.png,https://files.dhagmann.com/qualtrics/selfies/F_1gpywMhp6rK6IUY.png,https://files.dhagmann.com/qualtrics/selfies/F_1hGB5DuTOaOCGsE.png,https://files.dhagmann.com/qualtrics/selfies/F_1ghdLASNWhsSnP5.png,https://files.dhagmann.com/qualtrics/selfies/F_1QbwEf4Nbyt0CrA.png,https://files.dhagmann.com/qualtrics/selfies/F_1NaaAojAuyPxT8k.png,https://files.dhagmann.com/qualtrics/selfies/F_1ezR34bv5nNEhLY.png
2023-05-01 08:34:36,2023-05-01 08:35:43,IP Address,76.130.210.9,100,67,True,2023-05-01 08:35:43,R_1jrfwxK4FNuNVPT,,,,,40.5447,-105.1069,anonymous,EN,I agree to participate.,5da6139c002c29001335b5a2,29,Male,White or Caucasian,Bachelor’s degree,6,5,3,2,6,5,2,1,3,1,,,,,,,,,,,,5da6139c002c29001335b5a2,Likable,3,https://files.dhagmann.com/qualtrics/selfies/F_2U4yLeE4ig5Tlm4.png,https://files.dhagmann.com/qualtrics/selfies/F_2D79Z7IMYok2EJL.png,https://files.dhagmann.com/qualtrics/selfies/F_2A0XS21S1xFDhcf.png,https://files.dhagmann.com/qualtrics/selfies/F_2SJHPgJExaZV9dD.png,https://files.dhagmann.com/qualtrics/selfies/F_2S2X1YwaNf2jg5Y.png,https://files.dhagmann.com/qualtrics/selfies/F_2UWLFxoMrEDwbGY.png,https://files.dhagmann.com/qualtrics/selfies/F_2OSH6c5r5dEQ8bH.png,https://files.dhagmann.com/qualtrics/selfies/F_2TIfZib7lh6SlEK.png,https://files.dhagmann.com/qualtrics/selfies/F_2EbqxUIxsoZh86t.png,https://files.dhagmann.com/qualtrics/selfies/F_2P8dAbbylEFAIIv.png
2023-05-01 08:32:34,2023-05-01 08:35:46,IP Address,73.111.43.152,100,192,True,2023-05-01 08:35:46,R_1IXHwvlerAmuj8h,,,,,41.6619,-87.7937,anonymous,EN,I agree to participate.,6101f4093ed452ae3b6d5ab9,20,Female,White or Caucasian,"Some college, but no degree",10,8,1,7,2,9,3,4,5,6,,,,5th rank,,,,,,,,6101f4093ed452ae3b6d5ab9,Likable,20,https://files.dhagmann.com/qualtrics/selfies/F_afNSDvm1suyI1kB.png,https://files.dhagmann.com/qualtrics/selfies/F_bdz8kxPKvIwQFtT.png,https://files.dhagmann.com/qualtrics/selfies/F_Zz6Ve5cC7HcBidr.png,https://files.dhagmann.com/qualtrics/selfies/F_ZwPsLkLV22QcdYB.png,https://files.dhagmann.com/qualtrics/selfies/F_e567UmbzU0pvlcJ.png,https://files.dhagmann.com/qualtrics/selfies/F_UT1tt9RkNiudDXz.png,https://files.dhagmann.com/qualtrics/selfies/F_p6GtSWtu4Pa3JDP.png,https://files.dhagmann.com/qualtrics/selfies/F_saRNtG3Voy3wMud.png,https://files.dhagmann.com/qualtrics/selfies/F_YXHHH4EA6MT8eiZ.png,https://files.dhagmann.com/qualtrics/selfies/F_UchVyXbuc06IpgZ.png
